Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
QID78904.1	5597	6112	1	1210_Saccharomyces_pastorianus	GCA_011022315.1	516	6.0	Group_2	Saccharomyces_pastorianus	S1	PF00575.24	Group_2.2
QID78904.1	5597	6112	1	1210_Saccharomyces_pastorianus	GCA_011022315.1	516	6.0	Group_2	Saccharomyces_pastorianus	SHS2_Rpb7-N	PF03876.18	nan
QID78905.1	6588	7379	0	1210_Saccharomyces_pastorianus	GCA_011022315.1	792	5.0	Group_3	Saccharomyces_pastorianus	Ribosomal_L23	PF00276.21	Group_3.1
KAF4006306.1	16958	17749	0	1261_Saccharomyces_cerevisiae	GCA_012275245.1	792	1.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
KAF4006307.1	18225	18740	1	1261_Saccharomyces_cerevisiae	GCA_012275245.1	516	2.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
KAF4006307.1	18225	18740	1	1261_Saccharomyces_cerevisiae	GCA_012275245.1	516	2.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
KAF4006308.1	19180	20790	0	1261_Saccharomyces_cerevisiae	GCA_012275245.1	1611	3.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
KAF4006309.1	21689	23158	1	1261_Saccharomyces_cerevisiae	GCA_012275245.1	1470	4.0	Group_0	Saccharomyces_cerevisiae	p450	PF00067.23	Group_0.1
KAF4006310.1	23306	24328	0	1261_Saccharomyces_cerevisiae	GCA_012275245.1	1023	5.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EIW11610.1	1	1023	0	132_Saccharomyces_cerevisiae	GCA_000269885.1	1023	6.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EIW11611.1	1169	2638	1	132_Saccharomyces_cerevisiae	GCA_000269885.1	1470	5.0	Group_0	Saccharomyces_cerevisiae	p450	PF00067.23	Group_0.1
EIW11613.1	3537	5147	0	132_Saccharomyces_cerevisiae	GCA_000269885.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EIW11614.1	5589	6041	1	132_Saccharomyces_cerevisiae	GCA_000269885.1	453	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EIW11614.1	5589	6041	1	132_Saccharomyces_cerevisiae	GCA_000269885.1	453	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EIW11615.1	6581	7372	0	132_Saccharomyces_cerevisiae	GCA_000269885.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
EJS42205.1	1	1470	1	141_Saccharomyces_arboricola	GCA_000292725.1	1470	5.0	Group_0	Saccharomyces_arboricola	p450	PF00067.23	Group_0.1
EJS42206.1	2444	4054	0	141_Saccharomyces_arboricola	GCA_000292725.1	1611	4.0	Group_1	Saccharomyces_arboricola	DIT1_PvcA	PF05141.13	Group_1.1
EJS42207.1	4611	5126	1	141_Saccharomyces_arboricola	GCA_000292725.1	516	3.0	Group_2	Saccharomyces_arboricola	S1	PF00575.24	Group_2.2
EJS42207.1	4611	5126	1	141_Saccharomyces_arboricola	GCA_000292725.1	516	3.0	Group_2	Saccharomyces_arboricola	SHS2_Rpb7-N	PF03876.18	nan
EJS42208.1	5622	6401	0	141_Saccharomyces_arboricola	GCA_000292725.1	780	2.0	Group_3	Saccharomyces_arboricola	Ribosomal_L23	PF00276.21	Group_3.1
QLG72749.1	2895	3911	0	1462_Zygotorulaspora_mrakii	GCA_013402915.1	1017	6.0	Group_8	Zygotorulaspora_mrakii	IU_nuc_hydro	PF01156.20	Group_8.1
QLG72750.1	3977	5494	1	1462_Zygotorulaspora_mrakii	GCA_013402915.1	1518	5.0	Group_0	Zygotorulaspora_mrakii	p450	PF00067.23	Group_0.1
QLG72751.1	6298	7905	0	1462_Zygotorulaspora_mrakii	GCA_013402915.1	1608	4.0	Group_1	Zygotorulaspora_mrakii	DIT1_PvcA	PF05141.13	Group_1.1
QLG72752.1	8704	9219	1	1462_Zygotorulaspora_mrakii	GCA_013402915.1	516	3.0	Group_2	Zygotorulaspora_mrakii	S1	PF00575.24	Group_2.2
QLG72752.1	8704	9219	1	1462_Zygotorulaspora_mrakii	GCA_013402915.1	516	3.0	Group_2	Zygotorulaspora_mrakii	SHS2_Rpb7-N	PF03876.18	nan
QLG72755.1	14352	15074	0	1462_Zygotorulaspora_mrakii	GCA_013402915.1	723	2.0	Group_3	Zygotorulaspora_mrakii	Ribosomal_L23	PF00276.21	Group_3.1
QLQ78261.1	1	1497	1	1474_Torulaspora_spp	GCA_013694445.1	1497	5.0	Group_0	Torulaspora_spp	p450	PF00067.23	Group_0.1
QLQ78262.1	2182	3789	0	1474_Torulaspora_spp	GCA_013694445.1	1608	4.0	Group_1	Torulaspora_spp	DIT1_PvcA	PF05141.13	Group_1.1
QLQ78263.1	4075	4590	1	1474_Torulaspora_spp	GCA_013694445.1	516	3.0	Group_2	Torulaspora_spp	S1	PF00575.24	Group_2.2
QLQ78263.1	4075	4590	1	1474_Torulaspora_spp	GCA_013694445.1	516	3.0	Group_2	Torulaspora_spp	SHS2_Rpb7-N	PF03876.18	nan
QLQ78266.1	9683	10375	0	1474_Torulaspora_spp	GCA_013694445.1	693	2.0	Group_3	Torulaspora_spp	Ribosomal_L23	PF00276.21	Group_3.1
QNG13426.1	1	1497	1	1492_Candida_glabrata	GCA_014217725.1	1497	5.0	Group_0	Candida_glabrata	p450	PF00067.23	Group_0.1
QNG13427.1	2859	4424	0	1492_Candida_glabrata	GCA_014217725.1	1566	4.0	Group_1	Candida_glabrata	DIT1_PvcA	PF05141.13	Group_1.1
QNG13428.1	5087	5602	1	1492_Candida_glabrata	GCA_014217725.1	516	3.0	Group_2	Candida_glabrata	S1	PF00575.24	Group_2.2
QNG13428.1	5087	5602	1	1492_Candida_glabrata	GCA_014217725.1	516	3.0	Group_2	Candida_glabrata	SHS2_Rpb7-N	PF03876.18	nan
QNG13429.1	6247	6861	0	1492_Candida_glabrata	GCA_014217725.1	615	2.0	Group_3	Candida_glabrata	Ribosomal_L23	PF00276.21	Group_3.1
EGA83376.1	1	1137	0	153_Saccharomyces_cerevisiae	GCA_000325965.1	1137	5.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EGA83377.1	3657	5267	0	153_Saccharomyces_cerevisiae	GCA_000325965.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EGA83378.1	5715	6230	1	153_Saccharomyces_cerevisiae	GCA_000325965.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EGA83378.1	5715	6230	1	153_Saccharomyces_cerevisiae	GCA_000325965.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EGA83379.1	6737	7498	0	153_Saccharomyces_cerevisiae	GCA_000325965.1	762	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
EGA62905.1	1	744	0	154_Saccharomyces_cerevisiae	GCA_000326005.1	744	5.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EGA62906.1	3550	5001	0	154_Saccharomyces_cerevisiae	GCA_000326005.1	1452	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EGA62907.1	5608	6060	1	154_Saccharomyces_cerevisiae	GCA_000326005.1	453	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EGA62907.1	5608	6060	1	154_Saccharomyces_cerevisiae	GCA_000326005.1	453	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EGA62908.1	6604	7395	0	154_Saccharomyces_cerevisiae	GCA_000326005.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
KAG0667907.1	2957	4018	0	1550_Kazachstania_exigua	GCA_016584175.1	1062	3.0	Group_8	Kazachstania_exigua	IU_nuc_hydro	PF01156.20	Group_8.1
KAG0667908.1	4254	5720	1	1550_Kazachstania_exigua	GCA_016584175.1	1467	2.0	Group_0	Kazachstania_exigua	p450	PF00067.23	Group_0.1
KAG0667909.1	7236	8849	0	1550_Kazachstania_exigua	GCA_016584175.1	1614	1.0	Group_1	Kazachstania_exigua	DIT1_PvcA	PF05141.13	Group_1.1
KAG0663593.1	8677	9426	0	1551_Kazachstania_unispora	GCA_016584185.1	750	1.0	Group_3	Kazachstania_unispora	Ribosomal_L23	PF00276.21	Group_3.1
KAG0663594.1	9875	10390	1	1551_Kazachstania_unispora	GCA_016584185.1	516	2.0	Group_2	Kazachstania_unispora	S1	PF00575.24	Group_2.2
KAG0663594.1	9875	10390	1	1551_Kazachstania_unispora	GCA_016584185.1	516	2.0	Group_2	Kazachstania_unispora	SHS2_Rpb7-N	PF03876.18	nan
KAG0663595.1	10617	12236	0	1551_Kazachstania_unispora	GCA_016584185.1	1620	3.0	Group_1	Kazachstania_unispora	DIT1_PvcA	PF05141.13	Group_1.1
KAG0663596.1	13055	14569	1	1551_Kazachstania_unispora	GCA_016584185.1	1515	4.0	Group_0	Kazachstania_unispora	p450	PF00067.23	Group_0.1
EHN02954.1	1	1470	1	155_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	1470	11.0	Group_0	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	p450	PF00067.23	Group_0.1
EHN02955.1	2431	4041	0	155_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	1611	10.0	Group_1	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	DIT1_PvcA	PF05141.13	nan
EHN02956.1	4533	4985	1	155_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	453	9.0	Group_2	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	S1	PF00575.24	Group_2.2
EHN02956.1	4533	4985	1	155_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	453	9.0	Group_2	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	SHS2_Rpb7-N	PF03876.18	nan
EHN02957.1	5499	6281	0	155_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	783	8.0	Group_3	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	Ribosomal_L23	PF00276.21	Group_3.1
KAG2518022.1	1	1023	0	1563_Saccharomyces_cerevisiae	GCA_016858165.1	1023	6.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
KAG2518023.1	1172	2641	1	1563_Saccharomyces_cerevisiae	GCA_016858165.1	1470	5.0	Group_0	Saccharomyces_cerevisiae	p450	PF00067.23	Group_0.1
KAG2518024.1	3540	5150	0	1563_Saccharomyces_cerevisiae	GCA_016858165.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
KAG2518025.1	5592	6107	1	1563_Saccharomyces_cerevisiae	GCA_016858165.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
KAG2518025.1	5592	6107	1	1563_Saccharomyces_cerevisiae	GCA_016858165.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
KAG2518026.1	6584	7375	0	1563_Saccharomyces_cerevisiae	GCA_016858165.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
KAG2509415.1	1	1023	0	1564_Saccharomyces_cerevisiae	GCA_016858175.1	1023	6.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
KAG2509416.1	1172	2641	1	1564_Saccharomyces_cerevisiae	GCA_016858175.1	1470	5.0	Group_0	Saccharomyces_cerevisiae	p450	PF00067.23	Group_0.1
KAG2509417.1	3540	5150	0	1564_Saccharomyces_cerevisiae	GCA_016858175.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
KAG2509418.1	5592	6107	1	1564_Saccharomyces_cerevisiae	GCA_016858175.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
KAG2509418.1	5592	6107	1	1564_Saccharomyces_cerevisiae	GCA_016858175.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
KAG2509419.1	6584	7375	0	1564_Saccharomyces_cerevisiae	GCA_016858175.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
EHN07695.1	1	1137	0	156_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	1137	11.0	Group_8	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	IU_nuc_hydro	PF01156.20	Group_8.1
EHN07696.1	1287	2756	1	156_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	1470	10.0	Group_0	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	p450	PF00067.23	Group_0.2
EHN07697.1	3656	5266	0	156_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	1611	9.0	Group_1	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	DIT1_PvcA	PF05141.13	Group_1.2
EHN07698.1	5712	6227	1	156_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	516	8.0	Group_2	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	S1	PF00575.24	Group_2.4
EHN07698.1	5712	6227	1	156_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	516	8.0	Group_2	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	SHS2_Rpb7-N	PF03876.18	nan
EHN07699.1	6733	7494	0	156_Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	GCA_000326105.1	762	7.0	Group_3	Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii	Ribosomal_L23	PF00276.21	Group_3.2
UCS20057.1	1	1497	1	1704_Candida_glabrata	GCA_020450195.1	1497	5.0	Group_0	Candida_glabrata	p450	PF00067.23	Group_0.1
UCS20058.1	2864	4429	0	1704_Candida_glabrata	GCA_020450195.1	1566	4.0	Group_1	Candida_glabrata	DIT1_PvcA	PF05141.13	Group_1.1
UCS20059.1	5093	5608	1	1704_Candida_glabrata	GCA_020450195.1	516	3.0	Group_2	Candida_glabrata	S1	PF00575.24	Group_2.2
UCS20059.1	5093	5608	1	1704_Candida_glabrata	GCA_020450195.1	516	3.0	Group_2	Candida_glabrata	SHS2_Rpb7-N	PF03876.18	nan
UCS20060.1	6254	6868	0	1704_Candida_glabrata	GCA_020450195.1	615	2.0	Group_3	Candida_glabrata	Ribosomal_L23	PF00276.21	Group_3.1
UCS25288.1	1	1497	1	1705_Candida_glabrata	GCA_020450215.1	1497	5.0	Group_0	Candida_glabrata	p450	PF00067.23	Group_0.1
UCS25289.1	2864	4429	0	1705_Candida_glabrata	GCA_020450215.1	1566	4.0	Group_1	Candida_glabrata	DIT1_PvcA	PF05141.13	Group_1.1
UCS25290.1	5093	5608	1	1705_Candida_glabrata	GCA_020450215.1	516	3.0	Group_2	Candida_glabrata	S1	PF00575.24	Group_2.2
UCS25290.1	5093	5608	1	1705_Candida_glabrata	GCA_020450215.1	516	3.0	Group_2	Candida_glabrata	SHS2_Rpb7-N	PF03876.18	nan
UCS25291.1	6254	6868	0	1705_Candida_glabrata	GCA_020450215.1	615	2.0	Group_3	Candida_glabrata	Ribosomal_L23	PF00276.21	Group_3.1
UCS30518.1	1	1497	1	1706_Candida_glabrata	GCA_020450235.1	1497	5.0	Group_0	Candida_glabrata	p450	PF00067.23	Group_0.1
UCS30519.1	2864	4429	0	1706_Candida_glabrata	GCA_020450235.1	1566	4.0	Group_1	Candida_glabrata	DIT1_PvcA	PF05141.13	Group_1.1
UCS30520.1	5093	5608	1	1706_Candida_glabrata	GCA_020450235.1	516	3.0	Group_2	Candida_glabrata	S1	PF00575.24	Group_2.2
UCS30520.1	5093	5608	1	1706_Candida_glabrata	GCA_020450235.1	516	3.0	Group_2	Candida_glabrata	SHS2_Rpb7-N	PF03876.18	nan
UCS30521.1	6254	6868	0	1706_Candida_glabrata	GCA_020450235.1	615	2.0	Group_3	Candida_glabrata	Ribosomal_L23	PF00276.21	Group_3.1
UCS35747.1	1	1497	1	1707_Candida_glabrata	GCA_020450265.1	1497	5.0	Group_0	Candida_glabrata	p450	PF00067.23	Group_0.1
UCS35748.1	2864	4429	0	1707_Candida_glabrata	GCA_020450265.1	1566	4.0	Group_1	Candida_glabrata	DIT1_PvcA	PF05141.13	Group_1.1
UCS35749.1	5093	5608	1	1707_Candida_glabrata	GCA_020450265.1	516	3.0	Group_2	Candida_glabrata	S1	PF00575.24	Group_2.2
UCS35749.1	5093	5608	1	1707_Candida_glabrata	GCA_020450265.1	516	3.0	Group_2	Candida_glabrata	SHS2_Rpb7-N	PF03876.18	nan
UCS35750.1	6254	6868	0	1707_Candida_glabrata	GCA_020450265.1	615	2.0	Group_3	Candida_glabrata	Ribosomal_L23	PF00276.21	Group_3.1
AGO11075.1	1	735	0	203_Ashbya_aceris	GCA_000412225.2	735	1.0	Group_3	Ashbya_aceris	Ribosomal_L23	PF00276.21	Group_3.1
AGO11078.1	5950	6465	1	203_Ashbya_aceris	GCA_000412225.2	516	2.0	Group_2	Ashbya_aceris	S1	PF00575.24	Group_2.2
AGO11078.1	5950	6465	1	203_Ashbya_aceris	GCA_000412225.2	516	2.0	Group_2	Ashbya_aceris	SHS2_Rpb7-N	PF03876.18	nan
AGO11079.1	6803	8401	0	203_Ashbya_aceris	GCA_000412225.2	1599	3.0	Group_1	Ashbya_aceris	DIT1_PvcA	PF05141.13	Group_1.1
AGO11080.1	9653	11137	1	203_Ashbya_aceris	GCA_000412225.2	1485	4.0	Group_0	Ashbya_aceris	p450	PF00067.23	Group_0.1
AGO11081.1	11176	12189	0	203_Ashbya_aceris	GCA_000412225.2	1014	5.0	Group_8	Ashbya_aceris	IU_nuc_hydro	PF01156.20	Group_8.1
EWG86738.1	1	1023	0	239_Saccharomyces_cerevisiae	GCA_000568005.1	1023	6.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EWG86739.1	1171	2640	1	239_Saccharomyces_cerevisiae	GCA_000568005.1	1470	5.0	Group_0	Saccharomyces_cerevisiae	p450	PF00067.23	Group_0.1
EWG86740.1	3539	5149	0	239_Saccharomyces_cerevisiae	GCA_000568005.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EWG86741.1	5595	6110	1	239_Saccharomyces_cerevisiae	GCA_000568005.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EWG86741.1	5595	6110	1	239_Saccharomyces_cerevisiae	GCA_000568005.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EWG86742.1	6586	7377	0	239_Saccharomyces_cerevisiae	GCA_000568005.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
EWG92053.1	1	1023	0	240_Saccharomyces_cerevisiae	GCA_000568055.1	1023	5.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EWG92054.1	3538	5148	0	240_Saccharomyces_cerevisiae	GCA_000568055.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EWG92055.1	5594	6109	1	240_Saccharomyces_cerevisiae	GCA_000568055.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EWG92055.1	5594	6109	1	240_Saccharomyces_cerevisiae	GCA_000568055.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EWG92056.1	6585	7376	0	240_Saccharomyces_cerevisiae	GCA_000568055.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
EWH19093.1	1	1023	0	241_Saccharomyces_cerevisiae	GCA_000568295.1	1023	6.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EWH19094.1	1172	2641	1	241_Saccharomyces_cerevisiae	GCA_000568295.1	1470	5.0	Group_0	Saccharomyces_cerevisiae	p450	PF00067.23	Group_0.1
EWH19095.1	3541	5151	0	241_Saccharomyces_cerevisiae	GCA_000568295.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EWH19096.1	5597	6112	1	241_Saccharomyces_cerevisiae	GCA_000568295.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EWH19096.1	5597	6112	1	241_Saccharomyces_cerevisiae	GCA_000568295.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EWH19097.1	6588	7379	0	241_Saccharomyces_cerevisiae	GCA_000568295.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
EWG96684.1	1	1023	0	242_Saccharomyces_cerevisiae	GCA_000568365.1	1023	5.0	Group_8	Saccharomyces_cerevisiae	IU_nuc_hydro	PF01156.20	Group_8.1
EWG96685.1	3539	5149	0	242_Saccharomyces_cerevisiae	GCA_000568365.1	1611	4.0	Group_1	Saccharomyces_cerevisiae	DIT1_PvcA	PF05141.13	Group_1.1
EWG96686.1	5595	6110	1	242_Saccharomyces_cerevisiae	GCA_000568365.1	516	3.0	Group_2	Saccharomyces_cerevisiae	S1	PF00575.24	Group_2.2
EWG96686.1	5595	6110	1	242_Saccharomyces_cerevisiae	GCA_000568365.1	516	3.0	Group_2	Saccharomyces_cerevisiae	SHS2_Rpb7-N	PF03876.18	nan
EWG96687.1	6586	7377	0	242_Saccharomyces_cerevisiae	GCA_000568365.1	792	2.0	Group_3	Saccharomyces_cerevisiae	Ribosomal_L23	PF00276.21	Group_3.1
KAH3679596.1	9562	10311	0	2614_Wickerhamomyces_mucosus	GCA_020536175.1	750	1.0	Group_3	Wickerhamomyces_mucosus	Ribosomal_L23	PF00276.21	Group_3.1
KAH3679599.1	16396	16758	1	2614_Wickerhamomyces_mucosus	GCA_020536175.1	363	2.0	Group_2	Wickerhamomyces_mucosus	S1	PF00575.24	Group_2.2
KAH3679600.1	17090	18712	0	2614_Wickerhamomyces_mucosus	GCA_020536175.1	1623	3.0	Group_1	Wickerhamomyces_mucosus	DIT1_PvcA	PF05141.13	Group_1.1
AAS53770.1	5571	6578	0	26_Eremothecium_gossypii	GCA_000091025.4	1008	6.0	Group_8	Eremothecium_gossypii	IU_nuc_hydro	PF01156.20	Group_8.1
AAS53771.1	6617	8101	1	26_Eremothecium_gossypii	GCA_000091025.4	1485	5.0	Group_0	Eremothecium_gossypii	p450	PF00067.23	Group_0.1
AAS53772.1	9223	10821	0	26_Eremothecium_gossypii	GCA_000091025.4	1599	4.0	Group_1	Eremothecium_gossypii	DIT1_PvcA	PF05141.13	Group_1.1
AAS53773.1	11156	11671	1	26_Eremothecium_gossypii	GCA_000091025.4	516	3.0	Group_2	Eremothecium_gossypii	S1	PF00575.24	Group_2.2
