Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAF1934949.1	1	5297	1	1129_Clathrospora_elynae	GCA_010015635.1	5297	1.0	Group_15	Clathrospora_elynae	Transferase	PF02458.16	nan
KAF2250151.1	1	2317	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	2317	9.0	Group_8	Trematosphaeria_pertusa	MFS_1	PF07690.17	nan
KAF2250151.1	1	2317	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	2317	9.0	Group_8	Trematosphaeria_pertusa	TRI12	PF06609.14	nan
KAF2250152.1	3278	8272	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	4995	8.0	Group_15	Trematosphaeria_pertusa	AMP-binding	PF00501.29	nan
KAF2250152.1	3278	8272	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	4995	8.0	Group_15	Trematosphaeria_pertusa	DIT1_PvcA	PF05141.13	nan
KAF2250152.1	3278	8272	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	4995	8.0	Group_15	Trematosphaeria_pertusa	PP-binding	PF00550.26	nan
KAF2250152.1	3278	8272	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	4995	8.0	Group_15	Trematosphaeria_pertusa	Transferase	PF02458.16	nan
KAF2250154.1	15872	17625	1	1185_Trematosphaeria_pertusa	GCA_010094035.1	1754	7.0	Group_18	Trematosphaeria_pertusa	AATase	PF07247.13	nan
KAF2250155.1	17871	19421	0	1185_Trematosphaeria_pertusa	GCA_010094035.1	1551	6.0	Group_17	Trematosphaeria_pertusa	Abhydrolase_3	PF07859.14	nan
KAF2250155.1	17871	19421	0	1185_Trematosphaeria_pertusa	GCA_010094035.1	1551	6.0	Group_17	Trematosphaeria_pertusa	COesterase	PF00135.29	nan
KAF7671123.1	2511	10834	1	1325_Alternaria_burnsii	GCA_013036055.1	8324	8.0	Group_15	Alternaria_burnsii	AMP-binding	PF00501.29	nan
KAF7671123.1	2511	10834	1	1325_Alternaria_burnsii	GCA_013036055.1	8324	8.0	Group_15	Alternaria_burnsii	DIT1_PvcA	PF05141.13	nan
KAF7671123.1	2511	10834	1	1325_Alternaria_burnsii	GCA_013036055.1	8324	8.0	Group_15	Alternaria_burnsii	DUF1769	PF08588.11	nan
KAF7671123.1	2511	10834	1	1325_Alternaria_burnsii	GCA_013036055.1	8324	8.0	Group_15	Alternaria_burnsii	Iso_dh	PF00180.21	nan
KAF7671123.1	2511	10834	1	1325_Alternaria_burnsii	GCA_013036055.1	8324	8.0	Group_15	Alternaria_burnsii	PP-binding	PF00550.26	nan
KAF7671123.1	2511	10834	1	1325_Alternaria_burnsii	GCA_013036055.1	8324	8.0	Group_15	Alternaria_burnsii	Transferase	PF02458.16	nan
KAF7671124.1	12747	13787	0	1325_Alternaria_burnsii	GCA_013036055.1	1041	7.0	Group_17	Alternaria_burnsii	Abhydrolase_3	PF07859.14	nan
KAF7671124.1	12747	13787	0	1325_Alternaria_burnsii	GCA_013036055.1	1041	7.0	Group_17	Alternaria_burnsii	COesterase	PF00135.29	nan
KAF5847038.1	1	4906	1	1464_Bipolaris_sorokiniana	GCA_013416765.1	4906	6.0	Group_15	Bipolaris_sorokiniana	AMP-binding	PF00501.29	nan
KAF5847038.1	1	4906	1	1464_Bipolaris_sorokiniana	GCA_013416765.1	4906	6.0	Group_15	Bipolaris_sorokiniana	DIT1_PvcA	PF05141.13	nan
KAF5847038.1	1	4906	1	1464_Bipolaris_sorokiniana	GCA_013416765.1	4906	6.0	Group_15	Bipolaris_sorokiniana	PP-binding	PF00550.26	nan
KAF5847038.1	1	4906	1	1464_Bipolaris_sorokiniana	GCA_013416765.1	4906	6.0	Group_15	Bipolaris_sorokiniana	Transferase	PF02458.16	nan
KAF5847019.1	6941	7984	0	1464_Bipolaris_sorokiniana	GCA_013416765.1	1044	5.0	Group_17	Bipolaris_sorokiniana	Abhydrolase_3	PF07859.14	nan
KAF5847019.1	6941	7984	0	1464_Bipolaris_sorokiniana	GCA_013416765.1	1044	5.0	Group_17	Bipolaris_sorokiniana	COesterase	PF00135.29	nan
EMD96664.1	8401	10167	0	162_Bipolaris_maydis	GCA_000338975.1	1767	1.0	Group_18	Bipolaris_maydis	AATase	PF07247.13	nan
EMD96665.1	10867	12112	0	162_Bipolaris_maydis	GCA_000338975.1	1246	2.0	Group_17	Bipolaris_maydis	Abhydrolase_3	PF07859.14	nan
EMD96665.1	10867	12112	0	162_Bipolaris_maydis	GCA_000338975.1	1246	2.0	Group_17	Bipolaris_maydis	COesterase	PF00135.29	nan
EMD96666.1	14106	19273	1	162_Bipolaris_maydis	GCA_000338975.1	5168	3.0	Group_15	Bipolaris_maydis	AMP-binding	PF00501.29	nan
EMD96666.1	14106	19273	1	162_Bipolaris_maydis	GCA_000338975.1	5168	3.0	Group_15	Bipolaris_maydis	DIT1_PvcA	PF05141.13	nan
EMD96666.1	14106	19273	1	162_Bipolaris_maydis	GCA_000338975.1	5168	3.0	Group_15	Bipolaris_maydis	PP-binding	PF00550.26	nan
EMD96666.1	14106	19273	1	162_Bipolaris_maydis	GCA_000338975.1	5168	3.0	Group_15	Bipolaris_maydis	Transferase	PF02458.16	nan
EMD96667.1	19822	22283	1	162_Bipolaris_maydis	GCA_000338975.1	2462	4.0	Group_8	Bipolaris_maydis	MFS_1	PF07690.17	nan
EMD96667.1	19822	22283	1	162_Bipolaris_maydis	GCA_000338975.1	2462	4.0	Group_8	Bipolaris_maydis	TRI12	PF06609.14	nan
EMD68474.1	6053	7951	0	165_Bipolaris_sorokiniana	GCA_000338995.1	1899	1.0	Group_18	Bipolaris_sorokiniana	AATase	PF07247.13	nan
EMD68475.1	8554	9801	0	165_Bipolaris_sorokiniana	GCA_000338995.1	1248	2.0	Group_17	Bipolaris_sorokiniana	Abhydrolase_3	PF07859.14	nan
EMD68475.1	8554	9801	0	165_Bipolaris_sorokiniana	GCA_000338995.1	1248	2.0	Group_17	Bipolaris_sorokiniana	COesterase	PF00135.29	nan
EMD68476.1	11815	19367	1	165_Bipolaris_sorokiniana	GCA_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	AMP-binding	PF00501.29	nan
EMD68476.1	11815	19367	1	165_Bipolaris_sorokiniana	GCA_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	DIT1_PvcA	PF05141.13	nan
EMD68476.1	11815	19367	1	165_Bipolaris_sorokiniana	GCA_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	MFS_1	PF07690.17	nan
EMD68476.1	11815	19367	1	165_Bipolaris_sorokiniana	GCA_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	PP-binding	PF00550.26	nan
EMD68476.1	11815	19367	1	165_Bipolaris_sorokiniana	GCA_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	Transferase	PF02458.16	nan
KAH7558355.1	1	1737	1	1660_Bipolaris_maydis	GCA_019454015.1	1737	9.0	Group_8	Bipolaris_maydis	MFS_1	PF07690.17	nan
KAH7558355.1	1	1737	1	1660_Bipolaris_maydis	GCA_019454015.1	1737	9.0	Group_8	Bipolaris_maydis	TRI12	PF06609.14	nan
KAH7558356.1	2499	7403	1	1660_Bipolaris_maydis	GCA_019454015.1	4905	8.0	Group_15	Bipolaris_maydis	AMP-binding	PF00501.29	nan
KAH7558356.1	2499	7403	1	1660_Bipolaris_maydis	GCA_019454015.1	4905	8.0	Group_15	Bipolaris_maydis	DIT1_PvcA	PF05141.13	nan
KAH7558356.1	2499	7403	1	1660_Bipolaris_maydis	GCA_019454015.1	4905	8.0	Group_15	Bipolaris_maydis	PP-binding	PF00550.26	nan
KAH7558356.1	2499	7403	1	1660_Bipolaris_maydis	GCA_019454015.1	4905	8.0	Group_15	Bipolaris_maydis	Transferase	PF02458.16	nan
KAH7558358.1	9463	10506	0	1660_Bipolaris_maydis	GCA_019454015.1	1044	7.0	Group_17	Bipolaris_maydis	Abhydrolase_3	PF07859.14	nan
KAH7558358.1	9463	10506	0	1660_Bipolaris_maydis	GCA_019454015.1	1044	7.0	Group_17	Bipolaris_maydis	COesterase	PF00135.29	nan
KAH7558359.1	11465	12925	0	1660_Bipolaris_maydis	GCA_019454015.1	1461	6.0	Group_18	Bipolaris_maydis	AATase	PF07247.13	nan
ENH98768.1	1	7496	1	187_Bipolaris_maydis	GCA_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	AMP-binding	PF00501.29	nan
ENH98768.1	1	7496	1	187_Bipolaris_maydis	GCA_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	DIT1_PvcA	PF05141.13	nan
ENH98768.1	1	7496	1	187_Bipolaris_maydis	GCA_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	MFS_1	PF07690.17	nan
ENH98768.1	1	7496	1	187_Bipolaris_maydis	GCA_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	PP-binding	PF00550.26	nan
ENH98768.1	1	7496	1	187_Bipolaris_maydis	GCA_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	Transferase	PF02458.16	nan
ENH98769.1	9507	10785	0	187_Bipolaris_maydis	GCA_000354255.1	1279	7.0	Group_17	Bipolaris_maydis	Abhydrolase_3	PF07859.14	nan
ENH98769.1	9507	10785	0	187_Bipolaris_maydis	GCA_000354255.1	1279	7.0	Group_17	Bipolaris_maydis	COesterase	PF00135.29	nan
ENH98770.1	11493	13018	0	187_Bipolaris_maydis	GCA_000354255.1	1526	6.0	Group_18	Bipolaris_maydis	AATase	PF07247.13	nan
EUC28634.1	17791	25256	1	225_Bipolaris_zeicola	GCA_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	AMP-binding	PF00501.29	nan
EUC28634.1	17791	25256	1	225_Bipolaris_zeicola	GCA_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	DIT1_PvcA	PF05141.13	nan
EUC28634.1	17791	25256	1	225_Bipolaris_zeicola	GCA_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	MFS_1	PF07690.17	nan
EUC28634.1	17791	25256	1	225_Bipolaris_zeicola	GCA_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	PP-binding	PF00550.26	nan
EUC28634.1	17791	25256	1	225_Bipolaris_zeicola	GCA_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	TRI12	PF06609.14	nan
EUC28634.1	17791	25256	1	225_Bipolaris_zeicola	GCA_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	Transferase	PF02458.16	nan
EUC41351.1	1	7436	1	230_Bipolaris_oryzae	GCA_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	AMP-binding	PF00501.29	nan
EUC41351.1	1	7436	1	230_Bipolaris_oryzae	GCA_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	DIT1_PvcA	PF05141.13	nan
EUC41351.1	1	7436	1	230_Bipolaris_oryzae	GCA_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	MFS_1	PF07690.17	nan
EUC41351.1	1	7436	1	230_Bipolaris_oryzae	GCA_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	PP-binding	PF00550.26	nan
EUC41351.1	1	7436	1	230_Bipolaris_oryzae	GCA_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	Transferase	PF02458.16	nan
EUC41352.1	9468	10511	0	230_Bipolaris_oryzae	GCA_000523455.1	1044	7.0	Group_17	Bipolaris_oryzae	Abhydrolase_3	PF07859.14	nan
EUC41352.1	9468	10511	0	230_Bipolaris_oryzae	GCA_000523455.1	1044	7.0	Group_17	Bipolaris_oryzae	COesterase	PF00135.29	nan
EUC41353.1	11475	12932	0	230_Bipolaris_oryzae	GCA_000523455.1	1458	6.0	Group_18	Bipolaris_oryzae	AATase	PF07247.13	nan
EUN29048.1	8131	15558	1	236_Bipolaris_victoriae	GCA_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	AMP-binding	PF00501.29	nan
EUN29048.1	8131	15558	1	236_Bipolaris_victoriae	GCA_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	DIT1_PvcA	PF05141.13	nan
EUN29048.1	8131	15558	1	236_Bipolaris_victoriae	GCA_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	MFS_1	PF07690.17	nan
EUN29048.1	8131	15558	1	236_Bipolaris_victoriae	GCA_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	PP-binding	PF00550.26	nan
EUN29048.1	8131	15558	1	236_Bipolaris_victoriae	GCA_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	TRI12	PF06609.14	nan
EUN29048.1	8131	15558	1	236_Bipolaris_victoriae	GCA_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	Transferase	PF02458.16	nan
EUN29049.1	17641	18684	0	236_Bipolaris_victoriae	GCA_000527765.1	1044	8.0	Group_17	Bipolaris_victoriae	Abhydrolase_3	PF07859.14	nan
EUN29049.1	17641	18684	0	236_Bipolaris_victoriae	GCA_000527765.1	1044	8.0	Group_17	Bipolaris_victoriae	COesterase	PF00135.29	nan
EUN29050.1	19634	21099	0	236_Bipolaris_victoriae	GCA_000527765.1	1466	7.0	Group_18	Bipolaris_victoriae	AATase	PF07247.13	nan
KAH6878523.1	1	1645	0	3157_Alternaria_rosae	GCA_020736505.1	1645	1.0	Group_18	Alternaria_rosae	AATase	PF07247.13	nan
KAH6878524.1	2243	3286	0	3157_Alternaria_rosae	GCA_020736505.1	1044	2.0	Group_17	Alternaria_rosae	Abhydrolase_3	PF07859.14	nan
KAH6878524.1	2243	3286	0	3157_Alternaria_rosae	GCA_020736505.1	1044	2.0	Group_17	Alternaria_rosae	COesterase	PF00135.29	nan
KAH6878525.1	5220	13542	1	3157_Alternaria_rosae	GCA_020736505.1	8323	3.0	Group_15	Alternaria_rosae	AMP-binding	PF00501.29	nan
KAH6878525.1	5220	13542	1	3157_Alternaria_rosae	GCA_020736505.1	8323	3.0	Group_15	Alternaria_rosae	DIT1_PvcA	PF05141.13	nan
KAH6878525.1	5220	13542	1	3157_Alternaria_rosae	GCA_020736505.1	8323	3.0	Group_15	Alternaria_rosae	MFS_1	PF07690.17	nan
KAH6878525.1	5220	13542	1	3157_Alternaria_rosae	GCA_020736505.1	8323	3.0	Group_15	Alternaria_rosae	PP-binding	PF00550.26	nan
KAH6878525.1	5220	13542	1	3157_Alternaria_rosae	GCA_020736505.1	8323	3.0	Group_15	Alternaria_rosae	Transferase	PF02458.16	nan
KAH6851609.1	1	907	0	3162_Alternaria_alternata	GCA_020736535.1	907	1.0	Group_17	Alternaria_alternata	Abhydrolase_3	PF07859.14	nan
KAH6851610.1	3184	8015	1	3162_Alternaria_alternata	GCA_020736535.1	4832	2.0	Group_15	Alternaria_alternata	AMP-binding	PF00501.29	nan
KAH6851610.1	3184	8015	1	3162_Alternaria_alternata	GCA_020736535.1	4832	2.0	Group_15	Alternaria_alternata	DIT1_PvcA	PF05141.13	nan
KAH6851610.1	3184	8015	1	3162_Alternaria_alternata	GCA_020736535.1	4832	2.0	Group_15	Alternaria_alternata	PP-binding	PF00550.26	nan
KAH6851610.1	3184	8015	1	3162_Alternaria_alternata	GCA_020736535.1	4832	2.0	Group_15	Alternaria_alternata	Transferase	PF02458.16	nan
CAA9961013.1	34781	36511	1	3300_Pyrenophora_teres	GCA_900231935.2	1731	2.0	Group_8	Pyrenophora_teres	MFS_1	PF07690.17	nan
CAA9961013.1	34781	36511	1	3300_Pyrenophora_teres	GCA_900231935.2	1731	2.0	Group_8	Pyrenophora_teres	TRI12	PF06609.14	nan
CAE7031243.1	17961	19691	1	3301_Pyrenophora_teres	GCA_900232045.3	1731	2.0	Group_8	Pyrenophora_teres	MFS_1	PF07690.17	nan
CAE7031243.1	17961	19691	1	3301_Pyrenophora_teres	GCA_900232045.3	1731	2.0	Group_8	Pyrenophora_teres	TRI12	PF06609.14	nan
CAG5179538.1	8425	10218	1	3348_Alternaria_atra	GCA_907166805.1	1794	8.0	Group_8	Alternaria_atra	MFS_1	PF07690.17	nan
CAG5179540.1	10419	15735	1	3348_Alternaria_atra	GCA_907166805.1	5317	7.0	Group_15	Alternaria_atra	AMP-binding	PF00501.29	nan
CAG5179540.1	10419	15735	1	3348_Alternaria_atra	GCA_907166805.1	5317	7.0	Group_15	Alternaria_atra	DIT1_PvcA	PF05141.13	nan
CAG5179540.1	10419	15735	1	3348_Alternaria_atra	GCA_907166805.1	5317	7.0	Group_15	Alternaria_atra	PP-binding	PF00550.26	nan
CAG5179540.1	10419	15735	1	3348_Alternaria_atra	GCA_907166805.1	5317	7.0	Group_15	Alternaria_atra	Transferase	PF02458.16	nan
CAG5179542.1	17555	18598	0	3348_Alternaria_atra	GCA_907166805.1	1044	6.0	Group_17	Alternaria_atra	Abhydrolase_3	PF07859.14	nan
CAG5179542.1	17555	18598	0	3348_Alternaria_atra	GCA_907166805.1	1044	6.0	Group_17	Alternaria_atra	COesterase	PF00135.29	nan
CAG5179544.1	19661	21109	1	3348_Alternaria_atra	GCA_907166805.1	1449	5.0	Group_18	Alternaria_atra	AATase	PF07247.13	nan
XP_003297590.1	3145	4875	1	3412_Pyrenophora_teres	GCF_000166005.1	1731	2.0	Group_8	Pyrenophora_teres	MFS_1	PF07690.17	nan
XP_003297590.1	3145	4875	1	3412_Pyrenophora_teres	GCF_000166005.1	1731	2.0	Group_8	Pyrenophora_teres	TRI12	PF06609.14	nan
XP_007696073.1	6053	7951	0	3472_Bipolaris_sorokiniana	GCF_000338995.1	1899	1.0	Group_18	Bipolaris_sorokiniana	AATase	PF07247.13	nan
XP_007695526.1	8554	9801	0	3472_Bipolaris_sorokiniana	GCF_000338995.1	1248	2.0	Group_17	Bipolaris_sorokiniana	Abhydrolase_3	PF07859.14	nan
XP_007695526.1	8554	9801	0	3472_Bipolaris_sorokiniana	GCF_000338995.1	1248	2.0	Group_17	Bipolaris_sorokiniana	COesterase	PF00135.29	nan
XP_007696074.1	11815	19367	1	3472_Bipolaris_sorokiniana	GCF_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	AMP-binding	PF00501.29	nan
XP_007696074.1	11815	19367	1	3472_Bipolaris_sorokiniana	GCF_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	DIT1_PvcA	PF05141.13	nan
XP_007696074.1	11815	19367	1	3472_Bipolaris_sorokiniana	GCF_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	MFS_1	PF07690.17	nan
XP_007696074.1	11815	19367	1	3472_Bipolaris_sorokiniana	GCF_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	PP-binding	PF00550.26	nan
XP_007696074.1	11815	19367	1	3472_Bipolaris_sorokiniana	GCF_000338995.1	7553	3.0	Group_15	Bipolaris_sorokiniana	Transferase	PF02458.16	nan
XP_014072682.1	1	7496	1	3480_Bipolaris_maydis	GCF_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	AMP-binding	PF00501.29	nan
XP_014072682.1	1	7496	1	3480_Bipolaris_maydis	GCF_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	DIT1_PvcA	PF05141.13	nan
XP_014072682.1	1	7496	1	3480_Bipolaris_maydis	GCF_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	MFS_1	PF07690.17	nan
XP_014072682.1	1	7496	1	3480_Bipolaris_maydis	GCF_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	PP-binding	PF00550.26	nan
XP_014072682.1	1	7496	1	3480_Bipolaris_maydis	GCF_000354255.1	7496	8.0	Group_15	Bipolaris_maydis	Transferase	PF02458.16	nan
XP_014072675.1	9507	10785	0	3480_Bipolaris_maydis	GCF_000354255.1	1279	7.0	Group_17	Bipolaris_maydis	Abhydrolase_3	PF07859.14	nan
XP_014072675.1	9507	10785	0	3480_Bipolaris_maydis	GCF_000354255.1	1279	7.0	Group_17	Bipolaris_maydis	COesterase	PF00135.29	nan
XP_014072687.1	11493	13018	0	3480_Bipolaris_maydis	GCF_000354255.1	1526	6.0	Group_18	Bipolaris_maydis	AATase	PF07247.13	nan
XP_007717065.1	17791	25256	1	3500_Bipolaris_zeicola	GCF_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	AMP-binding	PF00501.29	nan
XP_007717065.1	17791	25256	1	3500_Bipolaris_zeicola	GCF_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	DIT1_PvcA	PF05141.13	nan
XP_007717065.1	17791	25256	1	3500_Bipolaris_zeicola	GCF_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	MFS_1	PF07690.17	nan
XP_007717065.1	17791	25256	1	3500_Bipolaris_zeicola	GCF_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	PP-binding	PF00550.26	nan
XP_007717065.1	17791	25256	1	3500_Bipolaris_zeicola	GCF_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	TRI12	PF06609.14	nan
XP_007717065.1	17791	25256	1	3500_Bipolaris_zeicola	GCF_000523435.1	7466	6.0	Group_15	Bipolaris_zeicola	Transferase	PF02458.16	nan
XP_007692129.1	1	7436	1	3506_Bipolaris_oryzae	GCF_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	AMP-binding	PF00501.29	nan
XP_007692129.1	1	7436	1	3506_Bipolaris_oryzae	GCF_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	DIT1_PvcA	PF05141.13	nan
XP_007692129.1	1	7436	1	3506_Bipolaris_oryzae	GCF_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	MFS_1	PF07690.17	nan
XP_007692129.1	1	7436	1	3506_Bipolaris_oryzae	GCF_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	PP-binding	PF00550.26	nan
XP_007692129.1	1	7436	1	3506_Bipolaris_oryzae	GCF_000523455.1	7436	8.0	Group_15	Bipolaris_oryzae	Transferase	PF02458.16	nan
XP_007692126.1	9468	10511	0	3506_Bipolaris_oryzae	GCF_000523455.1	1044	7.0	Group_17	Bipolaris_oryzae	Abhydrolase_3	PF07859.14	nan
XP_007692126.1	9468	10511	0	3506_Bipolaris_oryzae	GCF_000523455.1	1044	7.0	Group_17	Bipolaris_oryzae	COesterase	PF00135.29	nan
XP_007692130.1	11475	12932	0	3506_Bipolaris_oryzae	GCF_000523455.1	1458	6.0	Group_18	Bipolaris_oryzae	AATase	PF07247.13	nan
XP_014558639.1	8131	15558	1	3514_Bipolaris_victoriae	GCF_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	AMP-binding	PF00501.29	nan
XP_014558639.1	8131	15558	1	3514_Bipolaris_victoriae	GCF_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	DIT1_PvcA	PF05141.13	nan
XP_014558639.1	8131	15558	1	3514_Bipolaris_victoriae	GCF_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	MFS_1	PF07690.17	nan
XP_014558639.1	8131	15558	1	3514_Bipolaris_victoriae	GCF_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	PP-binding	PF00550.26	nan
XP_014558639.1	8131	15558	1	3514_Bipolaris_victoriae	GCF_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	TRI12	PF06609.14	nan
XP_014558639.1	8131	15558	1	3514_Bipolaris_victoriae	GCF_000527765.1	7428	9.0	Group_15	Bipolaris_victoriae	Transferase	PF02458.16	nan
XP_014558671.1	17641	18684	0	3514_Bipolaris_victoriae	GCF_000527765.1	1044	8.0	Group_17	Bipolaris_victoriae	Abhydrolase_3	PF07859.14	nan
XP_014558671.1	17641	18684	0	3514_Bipolaris_victoriae	GCF_000527765.1	1044	8.0	Group_17	Bipolaris_victoriae	COesterase	PF00135.29	nan
XP_014558672.1	19634	21099	0	3514_Bipolaris_victoriae	GCF_000527765.1	1466	7.0	Group_18	Bipolaris_victoriae	AATase	PF07247.13	nan
XP_018379913.1	1	1901	0	3567_Alternaria_alternata	GCF_001642055.1	1901	1.0	Group_8	Alternaria_alternata	MFS_1	PF07690.17	nan
XP_018379914.1	2190	4606	1	3567_Alternaria_alternata	GCF_001642055.1	2417	2.0	Group_18	Alternaria_alternata	AATase	PF07247.13	nan
XP_018379915.1	5202	6242	0	3567_Alternaria_alternata	GCF_001642055.1	1041	3.0	Group_17	Alternaria_alternata	Abhydrolase_3	PF07859.14	nan
XP_018379915.1	5202	6242	0	3567_Alternaria_alternata	GCF_001642055.1	1041	3.0	Group_17	Alternaria_alternata	COesterase	PF00135.29	nan
XP_018379918.1	8259	13043	1	3567_Alternaria_alternata	GCF_001642055.1	4785	4.0	Group_15	Alternaria_alternata	AMP-binding	PF00501.29	nan
XP_018379918.1	8259	13043	1	3567_Alternaria_alternata	GCF_001642055.1	4785	4.0	Group_15	Alternaria_alternata	DIT1_PvcA	PF05141.13	nan
XP_018379918.1	8259	13043	1	3567_Alternaria_alternata	GCF_001642055.1	4785	4.0	Group_15	Alternaria_alternata	PP-binding	PF00550.26	nan
XP_018379918.1	8259	13043	1	3567_Alternaria_alternata	GCF_001642055.1	4785	4.0	Group_15	Alternaria_alternata	Transferase	PF02458.16	nan
XP_028501025.1	1	1551	0	3664_Alternaria_arborescens	GCF_004154835.1	1551	1.0	Group_8	Alternaria_arborescens	MFS_1	PF07690.17	nan
XP_028501022.1	2588	4109	1	3664_Alternaria_arborescens	GCF_004154835.1	1522	2.0	Group_18	Alternaria_arborescens	AATase	PF07247.13	nan
XP_028501023.1	5209	6249	0	3664_Alternaria_arborescens	GCF_004154835.1	1041	3.0	Group_17	Alternaria_arborescens	Abhydrolase_3	PF07859.14	nan
