Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
EEP78012.1	8972	10903	0	17_Uncinocarpus_reesii	GCA_000003515.2	1932	11.0	Group_1	Uncinocarpus_reesii	HI0933_like	PF03486.15	nan
EEP78012.1	8972	10903	0	17_Uncinocarpus_reesii	GCA_000003515.2	1932	11.0	Group_1	Uncinocarpus_reesii	NAD_binding_8	PF13450.7	nan
EEP78012.1	8972	10903	0	17_Uncinocarpus_reesii	GCA_000003515.2	1932	11.0	Group_1	Uncinocarpus_reesii	Pyr_redox_2	PF07992.15	nan
EEP78012.1	8972	10903	0	17_Uncinocarpus_reesii	GCA_000003515.2	1932	11.0	Group_1	Uncinocarpus_reesii	Pyr_redox_3	PF13738.7	nan
EEP78013.1	13023	15053	0	17_Uncinocarpus_reesii	GCA_000003515.2	2031	10.0	Group_0	Uncinocarpus_reesii	DIT1_PvcA	PF05141.13	Group_0.4
EEP78013.1	13023	15053	0	17_Uncinocarpus_reesii	GCA_000003515.2	2031	10.0	Group_0	Uncinocarpus_reesii	TauD	PF02668.17	nan
EAS34806.3	1	2220	1	30_Coccidioides_immitis	GCA_000149335.2	2220	9.0	Group_0	Coccidioides_immitis	DIT1_PvcA	PF05141.13	Group_0.4
EAS34806.3	1	2220	1	30_Coccidioides_immitis	GCA_000149335.2	2220	9.0	Group_0	Coccidioides_immitis	TauD	PF02668.17	nan
EAS34804.3	4249	6098	1	30_Coccidioides_immitis	GCA_000149335.2	1850	8.0	Group_1	Coccidioides_immitis	FAD_binding_3	PF01494.20	Group_1.7
EAS34802.3	7057	8108	0	30_Coccidioides_immitis	GCA_000149335.2	1052	7.0	Group_2	Coccidioides_immitis	KR	PF08659.11	Group_2.6
EAS34802.3	7057	8108	0	30_Coccidioides_immitis	GCA_000149335.2	1052	7.0	Group_2	Coccidioides_immitis	adh_short	PF00106.26	nan
EAS34802.3	7057	8108	0	30_Coccidioides_immitis	GCA_000149335.2	1052	7.0	Group_2	Coccidioides_immitis	adh_short_C2	PF13561.7	nan
EAS34801.3	8855	10828	0	30_Coccidioides_immitis	GCA_000149335.2	1974	6.0	Group_4	Coccidioides_immitis	CoA_transf_3	PF02515.18	Group_4.2
EAS34800.2	11204	12368	1	30_Coccidioides_immitis	GCA_000149335.2	1165	5.0	Group_5	Coccidioides_immitis	SAT	PF16073.6	nan
EAS34798.3	15717	17889	1	30_Coccidioides_immitis	GCA_000149335.2	2173	4.0	Group_3	Coccidioides_immitis	MFS_1	PF07690.17	nan
XP_002543343.1	3004	4692	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1689	13.0	Group_3	Uncinocarpus_reesii	MFS_1	PF07690.17	nan
XP_002543344.1	6707	7981	1	3376_Uncinocarpus_reesii	GCF_000003515.1	1275	12.0	Group_2	Uncinocarpus_reesii	KR	PF08659.11	Group_2.6
XP_002543344.1	6707	7981	1	3376_Uncinocarpus_reesii	GCF_000003515.1	1275	12.0	Group_2	Uncinocarpus_reesii	adh_short	PF00106.26	nan
XP_002543344.1	6707	7981	1	3376_Uncinocarpus_reesii	GCF_000003515.1	1275	12.0	Group_2	Uncinocarpus_reesii	adh_short_C2	PF13561.7	nan
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	DAO	PF01266.25	Group_1.7
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	FAD_binding_3	PF01494.20	nan
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	FAD_oxidored	PF12831.8	nan
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	HI0933_like	PF03486.15	nan
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	NAD_binding_8	PF13450.7	nan
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	Pyr_redox_2	PF07992.15	nan
XP_002543345.1	8972	10903	0	3376_Uncinocarpus_reesii	GCF_000003515.1	1932	11.0	Group_1	Uncinocarpus_reesii	Pyr_redox_3	PF13738.7	nan
XP_002543346.1	13023	15053	0	3376_Uncinocarpus_reesii	GCF_000003515.1	2031	10.0	Group_0	Uncinocarpus_reesii	DIT1_PvcA	PF05141.13	Group_0.4
XP_002543346.1	13023	15053	0	3376_Uncinocarpus_reesii	GCF_000003515.1	2031	10.0	Group_0	Uncinocarpus_reesii	TauD	PF02668.17	nan
XP_001246389.2	1	2220	1	3391_Coccidioides_immitis	GCF_000149335.2	2220	9.0	Group_0	Coccidioides_immitis	DIT1_PvcA	PF05141.13	Group_0.4
XP_001246389.2	1	2220	1	3391_Coccidioides_immitis	GCF_000149335.2	2220	9.0	Group_0	Coccidioides_immitis	TauD	PF02668.17	nan
XP_001246387.1	4249	6098	1	3391_Coccidioides_immitis	GCF_000149335.2	1850	8.0	Group_1	Coccidioides_immitis	FAD_binding_3	PF01494.20	Group_1.7
XP_001246385.2	7057	8108	0	3391_Coccidioides_immitis	GCF_000149335.2	1052	7.0	Group_2	Coccidioides_immitis	KR	PF08659.11	Group_2.6
XP_001246385.2	7057	8108	0	3391_Coccidioides_immitis	GCF_000149335.2	1052	7.0	Group_2	Coccidioides_immitis	adh_short	PF00106.26	nan
XP_001246385.2	7057	8108	0	3391_Coccidioides_immitis	GCF_000149335.2	1052	7.0	Group_2	Coccidioides_immitis	adh_short_C2	PF13561.7	nan
XP_001246384.1	8855	10828	0	3391_Coccidioides_immitis	GCF_000149335.2	1974	6.0	Group_4	Coccidioides_immitis	CoA_transf_3	PF02515.18	Group_4.2
XP_001246383.2	11204	12368	1	3391_Coccidioides_immitis	GCF_000149335.2	1165	5.0	Group_5	Coccidioides_immitis	SAT	PF16073.6	nan
XP_001246381.1	15717	17889	1	3391_Coccidioides_immitis	GCF_000149335.2	2173	4.0	Group_3	Coccidioides_immitis	MFS_1	PF07690.17	nan
XP_003066759.1	4447	6516	1	3408_Coccidioides_posadasii	GCF_000151335.1	2070	14.0	Group_0	Coccidioides_posadasii	DIT1_PvcA	PF05141.13	Group_0.4
XP_003066759.1	4447	6516	1	3408_Coccidioides_posadasii	GCF_000151335.1	2070	14.0	Group_0	Coccidioides_posadasii	TauD	PF02668.17	nan
XP_003066759.1	4447	6516	1	3408_Coccidioides_posadasii	GCF_000151335.1	2070	14.0	Group_0	Coccidioides_posadasii	DIT1_PvcA	PF05141.13	nan
XP_003066759.1	4447	6516	1	3408_Coccidioides_posadasii	GCF_000151335.1	2070	14.0	Group_0	Coccidioides_posadasii	TauD	PF02668.17	nan
XP_003066760.1	8550	10403	1	3408_Coccidioides_posadasii	GCF_000151335.1	1854	13.0	Group_1	Coccidioides_posadasii	FAD_binding_3	PF01494.20	Group_1.7
XP_003066760.1	8550	10403	1	3408_Coccidioides_posadasii	GCF_000151335.1	1854	13.0	Group_1	Coccidioides_posadasii	FAD_binding_3	PF01494.20	nan
XP_003066761.1	11363	12370	0	3408_Coccidioides_posadasii	GCF_000151335.1	1008	12.0	Group_2	Coccidioides_posadasii	KR	PF08659.11	Group_2.6
XP_003066761.1	11363	12370	0	3408_Coccidioides_posadasii	GCF_000151335.1	1008	12.0	Group_2	Coccidioides_posadasii	adh_short	PF00106.26	nan
XP_003066761.1	11363	12370	0	3408_Coccidioides_posadasii	GCF_000151335.1	1008	12.0	Group_2	Coccidioides_posadasii	adh_short_C2	PF13561.7	nan
XP_003066761.1	11363	12370	0	3408_Coccidioides_posadasii	GCF_000151335.1	1008	12.0	Group_2	Coccidioides_posadasii	KR	PF08659.11	nan
XP_003066761.1	11363	12370	0	3408_Coccidioides_posadasii	GCF_000151335.1	1008	12.0	Group_2	Coccidioides_posadasii	adh_short	PF00106.26	nan
XP_003066761.1	11363	12370	0	3408_Coccidioides_posadasii	GCF_000151335.1	1008	12.0	Group_2	Coccidioides_posadasii	adh_short_C2	PF13561.7	nan
XP_003066762.1	13185	15158	0	3408_Coccidioides_posadasii	GCF_000151335.1	1974	11.0	Group_4	Coccidioides_posadasii	CoA_transf_3	PF02515.18	Group_4.2
XP_003066762.1	13185	15158	0	3408_Coccidioides_posadasii	GCF_000151335.1	1974	11.0	Group_4	Coccidioides_posadasii	CoA_transf_3	PF02515.18	nan
XP_003066759.1	4447	6516	1	3409_Coccidioides_posadasii	GCF_000151335.2	2070	14.0	Group_0	Coccidioides_posadasii	DIT1_PvcA	PF05141.13	Group_0.4
XP_003066759.1	4447	6516	1	3409_Coccidioides_posadasii	GCF_000151335.2	2070	14.0	Group_0	Coccidioides_posadasii	TauD	PF02668.17	nan
XP_003066759.1	4447	6516	1	3409_Coccidioides_posadasii	GCF_000151335.2	2070	14.0	Group_0	Coccidioides_posadasii	DIT1_PvcA	PF05141.13	nan
XP_003066759.1	4447	6516	1	3409_Coccidioides_posadasii	GCF_000151335.2	2070	14.0	Group_0	Coccidioides_posadasii	TauD	PF02668.17	nan
XP_003066760.1	8550	10403	1	3409_Coccidioides_posadasii	GCF_000151335.2	1854	13.0	Group_1	Coccidioides_posadasii	FAD_binding_3	PF01494.20	Group_1.7
XP_003066760.1	8550	10403	1	3409_Coccidioides_posadasii	GCF_000151335.2	1854	13.0	Group_1	Coccidioides_posadasii	FAD_binding_3	PF01494.20	nan
XP_003066761.1	11363	12370	0	3409_Coccidioides_posadasii	GCF_000151335.2	1008	12.0	Group_2	Coccidioides_posadasii	KR	PF08659.11	Group_2.6
XP_003066761.1	11363	12370	0	3409_Coccidioides_posadasii	GCF_000151335.2	1008	12.0	Group_2	Coccidioides_posadasii	adh_short	PF00106.26	nan
XP_003066761.1	11363	12370	0	3409_Coccidioides_posadasii	GCF_000151335.2	1008	12.0	Group_2	Coccidioides_posadasii	adh_short_C2	PF13561.7	nan
XP_003066761.1	11363	12370	0	3409_Coccidioides_posadasii	GCF_000151335.2	1008	12.0	Group_2	Coccidioides_posadasii	KR	PF08659.11	nan
XP_003066761.1	11363	12370	0	3409_Coccidioides_posadasii	GCF_000151335.2	1008	12.0	Group_2	Coccidioides_posadasii	adh_short	PF00106.26	nan
XP_003066761.1	11363	12370	0	3409_Coccidioides_posadasii	GCF_000151335.2	1008	12.0	Group_2	Coccidioides_posadasii	adh_short_C2	PF13561.7	nan
XP_003066762.1	13185	15158	0	3409_Coccidioides_posadasii	GCF_000151335.2	1974	11.0	Group_4	Coccidioides_posadasii	CoA_transf_3	PF02515.18	Group_4.2
XP_003066762.1	13185	15158	0	3409_Coccidioides_posadasii	GCF_000151335.2	1974	11.0	Group_4	Coccidioides_posadasii	CoA_transf_3	PF02515.18	nan
XP_013937537.1	9908	11252	0	3418_Trichoderma_atroviride	GCF_000171015.1	1345	12.0	Group_3	Trichoderma_atroviride	MFS_1	PF07690.17	nan
XP_013937538.1	12755	13805	1	3418_Trichoderma_atroviride	GCF_000171015.1	1051	11.0	Group_2	Trichoderma_atroviride	KR	PF08659.11	Group_2.6
XP_013937538.1	12755	13805	1	3418_Trichoderma_atroviride	GCF_000171015.1	1051	11.0	Group_2	Trichoderma_atroviride	adh_short	PF00106.26	nan
XP_013937538.1	12755	13805	1	3418_Trichoderma_atroviride	GCF_000171015.1	1051	11.0	Group_2	Trichoderma_atroviride	adh_short_C2	PF13561.7	nan
XP_013937539.1	13208	16101	1	3418_Trichoderma_atroviride	GCF_000171015.1	2894	10.0	Group_1	Trichoderma_atroviride	DAO	PF01266.25	Group_1.7
XP_013937539.1	13208	16101	1	3418_Trichoderma_atroviride	GCF_000171015.1	2894	10.0	Group_1	Trichoderma_atroviride	FAD_binding_3	PF01494.20	nan
XP_013937539.1	13208	16101	1	3418_Trichoderma_atroviride	GCF_000171015.1	2894	10.0	Group_1	Trichoderma_atroviride	FAD_oxidored	PF12831.8	nan
XP_013937539.1	13208	16101	1	3418_Trichoderma_atroviride	GCF_000171015.1	2894	10.0	Group_1	Trichoderma_atroviride	NAD_binding_8	PF13450.7	nan
XP_013937540.1	16764	18859	1	3418_Trichoderma_atroviride	GCF_000171015.1	2096	9.0	Group_4	Trichoderma_atroviride	CoA_transf_3	PF02515.18	Group_4.2
XP_013937541.1	20166	21563	0	3418_Trichoderma_atroviride	GCF_000171015.1	1398	8.0	Group_5	Trichoderma_atroviride	SAT	PF16073.6	nan
XP_013937542.1	24703	26648	0	3418_Trichoderma_atroviride	GCF_000171015.1	1946	7.0	Group_0	Trichoderma_atroviride	DIT1_PvcA	PF05141.13	Group_0.4
XP_013937542.1	24703	26648	0	3418_Trichoderma_atroviride	GCF_000171015.1	1946	7.0	Group_0	Trichoderma_atroviride	TauD	PF02668.17	nan
XP_024405274.1	1	1522	0	3551_Trichoderma_gamsii	GCF_001481775.2	1522	8.0	Group_3	Trichoderma_gamsii	MFS_1	PF07690.17	nan
XP_018662499.1	3041	4092	1	3551_Trichoderma_gamsii	GCF_001481775.2	1052	7.0	Group_2	Trichoderma_gamsii	KR	PF08659.11	Group_2.6
XP_018662499.1	3041	4092	1	3551_Trichoderma_gamsii	GCF_001481775.2	1052	7.0	Group_2	Trichoderma_gamsii	adh_short	PF00106.26	nan
XP_018662499.1	3041	4092	1	3551_Trichoderma_gamsii	GCF_001481775.2	1052	7.0	Group_2	Trichoderma_gamsii	adh_short_C2	PF13561.7	nan
XP_018662497.1	7126	9131	1	3551_Trichoderma_gamsii	GCF_001481775.2	2006	6.0	Group_4	Trichoderma_gamsii	CoA_transf_3	PF02515.18	Group_4.2
XP_018662496.1	10532	11703	0	3551_Trichoderma_gamsii	GCF_001481775.2	1172	5.0	Group_5	Trichoderma_gamsii	SAT	PF16073.6	nan
XP_018662495.1	14913	16957	0	3551_Trichoderma_gamsii	GCF_001481775.2	2045	4.0	Group_0	Trichoderma_gamsii	DIT1_PvcA	PF05141.13	Group_0.4
XP_018662495.1	14913	16957	0	3551_Trichoderma_gamsii	GCF_001481775.2	2045	4.0	Group_0	Trichoderma_gamsii	TauD	PF02668.17	nan
XP_024760874.1	28184	30120	1	3629_Trichoderma_asperellum	GCF_003025105.1	1937	8.0	Group_0	Trichoderma_asperellum	DIT1_PvcA	PF05141.13	Group_0.4
XP_024760874.1	28184	30120	1	3629_Trichoderma_asperellum	GCF_003025105.1	1937	8.0	Group_0	Trichoderma_asperellum	TauD	PF02668.17	nan
XP_024760875.1	32690	34398	1	3629_Trichoderma_asperellum	GCF_003025105.1	1709	7.0	Group_5	Trichoderma_asperellum	SAT	PF16073.6	nan
XP_024760876.1	35515	37697	0	3629_Trichoderma_asperellum	GCF_003025105.1	2183	6.0	Group_4	Trichoderma_asperellum	CoA_transf_3	PF02515.18	Group_4.2
XP_024760877.1	38589	40559	0	3629_Trichoderma_asperellum	GCF_003025105.1	1971	5.0	Group_1	Trichoderma_asperellum	DAO	PF01266.25	Group_1.7
XP_024760877.1	38589	40559	0	3629_Trichoderma_asperellum	GCF_003025105.1	1971	5.0	Group_1	Trichoderma_asperellum	FAD_binding_3	PF01494.20	nan
XP_024760877.1	38589	40559	0	3629_Trichoderma_asperellum	GCF_003025105.1	1971	5.0	Group_1	Trichoderma_asperellum	FAD_oxidored	PF12831.8	nan
XP_024760877.1	38589	40559	0	3629_Trichoderma_asperellum	GCF_003025105.1	1971	5.0	Group_1	Trichoderma_asperellum	NAD_binding_8	PF13450.7	nan
XP_035345849.1	29580	31628	1	3726_Talaromyces_rugulosus	GCF_013368755.1	2049	10.0	Group_0	Talaromyces_rugulosus	DIT1_PvcA	PF05141.13	Group_0.4
XP_035345849.1	29580	31628	1	3726_Talaromyces_rugulosus	GCF_013368755.1	2049	10.0	Group_0	Talaromyces_rugulosus	TauD	PF02668.17	nan
XP_035345850.1	34591	36459	1	3726_Talaromyces_rugulosus	GCF_013368755.1	1869	9.0	Group_1	Talaromyces_rugulosus	DAO	PF01266.25	Group_1.7
XP_035345850.1	34591	36459	1	3726_Talaromyces_rugulosus	GCF_013368755.1	1869	9.0	Group_1	Talaromyces_rugulosus	FAD_binding_3	PF01494.20	nan
XP_035345851.1	37833	38819	0	3726_Talaromyces_rugulosus	GCF_013368755.1	987	8.0	Group_2	Talaromyces_rugulosus	KR	PF08659.11	Group_2.6
XP_035345851.1	37833	38819	0	3726_Talaromyces_rugulosus	GCF_013368755.1	987	8.0	Group_2	Talaromyces_rugulosus	adh_short	PF00106.26	nan
XP_035345851.1	37833	38819	0	3726_Talaromyces_rugulosus	GCF_013368755.1	987	8.0	Group_2	Talaromyces_rugulosus	adh_short_C2	PF13561.7	nan
XP_035345852.1	39814	41285	1	3726_Talaromyces_rugulosus	GCF_013368755.1	1472	7.0	Group_3	Talaromyces_rugulosus	MFS_1	PF07690.17	nan
XP_035345853.1	43638	45637	0	3726_Talaromyces_rugulosus	GCF_013368755.1	2000	6.0	Group_4	Talaromyces_rugulosus	CoA_transf_3	PF02515.18	Group_4.2
XP_035345854.1	45850	47058	1	3726_Talaromyces_rugulosus	GCF_013368755.1	1209	5.0	Group_5	Talaromyces_rugulosus	SAT	PF16073.6	nan
KMU88387.1	2857	3515	1	40_Coccidioides_immitis	GCA_000149815.1	659	1.0	Group_5	Coccidioides_immitis	SAT	PF16073.6	nan
KMU88388.1	4392	6365	0	40_Coccidioides_immitis	GCA_000149815.1	1974	2.0	Group_4	Coccidioides_immitis	CoA_transf_3	PF02515.18	Group_4.2
KMU88389.1	6706	8185	0	40_Coccidioides_immitis	GCA_000149815.1	1480	3.0	Group_2	Coccidioides_immitis	KR	PF08659.11	Group_2.6
KMU88389.1	6706	8185	0	40_Coccidioides_immitis	GCA_000149815.1	1480	3.0	Group_2	Coccidioides_immitis	adh_short	PF00106.26	nan
KMU88389.1	6706	8185	0	40_Coccidioides_immitis	GCA_000149815.1	1480	3.0	Group_2	Coccidioides_immitis	adh_short_C2	PF13561.7	nan
KMU88391.1	9144	10993	1	40_Coccidioides_immitis	GCA_000149815.1	1850	4.0	Group_1	Coccidioides_immitis	FAD_binding_3	PF01494.20	Group_1.7
KMU88393.1	13121	15238	1	40_Coccidioides_immitis	GCA_000149815.1	2118	5.0	Group_0	Coccidioides_immitis	DIT1_PvcA	PF05141.13	Group_0.4
KMU88393.1	13121	15238	1	40_Coccidioides_immitis	GCA_000149815.1	2118	5.0	Group_0	Coccidioides_immitis	TauD	PF02668.17	nan
KMO99976.1	1	2177	0	41_Coccidioides_immitis	GCA_000149895.1	2177	9.0	Group_3	Coccidioides_immitis	MFS_1	PF07690.17	nan
KMO99978.1	5333	6686	0	41_Coccidioides_immitis	GCA_000149895.1	1354	8.0	Group_5	Coccidioides_immitis	SAT	PF16073.6	nan
KMO99979.1	7062	9035	1	41_Coccidioides_immitis	GCA_000149895.1	1974	7.0	Group_4	Coccidioides_immitis	CoA_transf_3	PF02515.18	Group_4.2
KMO99980.1	9829	10833	1	41_Coccidioides_immitis	GCA_000149895.1	1005	6.0	Group_2	Coccidioides_immitis	KR	PF08659.11	Group_2.6
KMO99980.1	9829	10833	1	41_Coccidioides_immitis	GCA_000149895.1	1005	6.0	Group_2	Coccidioides_immitis	adh_short	PF00106.26	nan
KMO99980.1	9829	10833	1	41_Coccidioides_immitis	GCA_000149895.1	1005	6.0	Group_2	Coccidioides_immitis	adh_short_C2	PF13561.7	nan
KMO99982.1	11792	13641	0	41_Coccidioides_immitis	GCA_000149895.1	1850	5.0	Group_1	Coccidioides_immitis	FAD_binding_3	PF01494.20	Group_1.7
KMO99984.1	15769	17888	0	41_Coccidioides_immitis	GCA_000149895.1	2120	4.0	Group_0	Coccidioides_immitis	DIT1_PvcA	PF05141.13	Group_0.4
KMO99984.1	15769	17888	0	41_Coccidioides_immitis	GCA_000149895.1	2120	4.0	Group_0	Coccidioides_immitis	TauD	PF02668.17	nan
PON24172.1	1	1522	0	487_Trichoderma_gamsii	GCA_001481775.2	1522	8.0	Group_3	Trichoderma_gamsii	MFS_1	PF07690.17	nan
PON24173.1	3041	4092	1	487_Trichoderma_gamsii	GCA_001481775.2	1052	7.0	Group_2	Trichoderma_gamsii	KR	PF08659.11	Group_2.6
PON24173.1	3041	4092	1	487_Trichoderma_gamsii	GCA_001481775.2	1052	7.0	Group_2	Trichoderma_gamsii	adh_short	PF00106.26	nan
PON24173.1	3041	4092	1	487_Trichoderma_gamsii	GCA_001481775.2	1052	7.0	Group_2	Trichoderma_gamsii	adh_short_C2	PF13561.7	nan
PON24174.1	7126	9131	1	487_Trichoderma_gamsii	GCA_001481775.2	2006	6.0	Group_4	Trichoderma_gamsii	CoA_transf_3	PF02515.18	Group_4.2
PON24175.1	10532	11703	0	487_Trichoderma_gamsii	GCA_001481775.2	1172	5.0	Group_5	Trichoderma_gamsii	SAT	PF16073.6	nan
PON24176.1	14913	16957	0	487_Trichoderma_gamsii	GCA_001481775.2	2045	4.0	Group_0	Trichoderma_gamsii	DIT1_PvcA	PF05141.13	Group_0.4
PON24176.1	14913	16957	0	487_Trichoderma_gamsii	GCA_001481775.2	2045	4.0	Group_0	Trichoderma_gamsii	TauD	PF02668.17	nan
KMM66410.1	1	2115	1	48_Coccidioides_posadasii	GCA_000150055.1	2115	15.0	Group_0	Coccidioides_posadasii	DIT1_PvcA	PF05141.13	Group_0.4
KMM66410.1	1	2115	1	48_Coccidioides_posadasii	GCA_000150055.1	2115	15.0	Group_0	Coccidioides_posadasii	TauD	PF02668.17	nan
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	DAO	PF01266.25	Group_1.7
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	FAD_binding_3	PF01494.20	nan
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	FAD_oxidored	PF12831.8	nan
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	HI0933_like	PF03486.15	nan
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	NAD_binding_8	PF13450.7	nan
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	Pyr_redox	PF00070.28	nan
KMM66412.1	4248	6101	1	48_Coccidioides_posadasii	GCA_000150055.1	1854	14.0	Group_1	Coccidioides_posadasii	Pyr_redox_2	PF07992.15	nan
KMM66413.1	7061	8487	0	48_Coccidioides_posadasii	GCA_000150055.1	1427	13.0	Group_2	Coccidioides_posadasii	KR	PF08659.11	Group_2.6
KMM66413.1	7061	8487	0	48_Coccidioides_posadasii	GCA_000150055.1	1427	13.0	Group_2	Coccidioides_posadasii	adh_short	PF00106.26	nan
KMM66413.1	7061	8487	0	48_Coccidioides_posadasii	GCA_000150055.1	1427	13.0	Group_2	Coccidioides_posadasii	adh_short_C2	PF13561.7	nan
KMM66414.1	8883	10913	0	48_Coccidioides_posadasii	GCA_000150055.1	2031	12.0	Group_4	Coccidioides_posadasii	CoA_transf_3	PF02515.18	Group_4.2
KMM66415.1	11702	12360	1	48_Coccidioides_posadasii	GCA_000150055.1	659	11.0	Group_5	Coccidioides_posadasii	SAT	PF16073.6	nan
KMM66417.1	15676	17847	1	48_Coccidioides_posadasii	GCA_000150055.1	2172	10.0	Group_3	Coccidioides_posadasii	MFS_1	PF07690.17	nan
KMU75792.1	9597	11491	1	50_Coccidioides_immitis	GCA_000150085.1	1895	14.0	Group_0	Coccidioides_immitis	DIT1_PvcA	PF05141.13	Group_0.4
KMU75794.1	13619	15408	1	50_Coccidioides_immitis	GCA_000150085.1	1790	13.0	Group_1	Coccidioides_immitis	DAO	PF01266.25	Group_1.7
KMU75794.1	13619	15408	1	50_Coccidioides_immitis	GCA_000150085.1	1790	13.0	Group_1	Coccidioides_immitis	FAD_binding_3	PF01494.20	nan
KMU75794.1	13619	15408	1	50_Coccidioides_immitis	GCA_000150085.1	1790	13.0	Group_1	Coccidioides_immitis	FAD_oxidored	PF12831.8	nan
KMU75794.1	13619	15408	1	50_Coccidioides_immitis	GCA_000150085.1	1790	13.0	Group_1	Coccidioides_immitis	HI0933_like	PF03486.15	nan
KMU75794.1	13619	15408	1	50_Coccidioides_immitis	GCA_000150085.1	1790	13.0	Group_1	Coccidioides_immitis	NAD_binding_8	PF13450.7	nan
