Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KJK94087.1	6328	7602	0	210_Metarhizium_anisopliae	GCA_000426985.1	1275	1.0	Group_1	Metarhizium_anisopliae	tRNA-synt_1b	PF00579.26	nan
EXU99442.1	1	1319	0	247_Metarhizium_robertsii	GCA_000591435.1	1319	8.0	Group_10	Metarhizium_robertsii	ADH_N	PF08240.13	nan
EXU99442.1	1	1319	0	247_Metarhizium_robertsii	GCA_000591435.1	1319	8.0	Group_10	Metarhizium_robertsii	ADH_zinc_N	PF00107.27	nan
EXU99443.1	1637	3010	1	247_Metarhizium_robertsii	GCA_000591435.1	1374	7.0	Group_5	Metarhizium_robertsii	DAO	PF01266.25	nan
EXU99443.1	1637	3010	1	247_Metarhizium_robertsii	GCA_000591435.1	1374	7.0	Group_5	Metarhizium_robertsii	NAD_binding_8	PF13450.7	nan
EXU99444.1	3902	5206	0	247_Metarhizium_robertsii	GCA_000591435.1	1305	6.0	Group_4	Metarhizium_robertsii	MFS_1	PF07690.17	nan
EXU99445.1	5748	7600	1	247_Metarhizium_robertsii	GCA_000591435.1	1853	5.0	Group_3	Metarhizium_robertsii	DIT1_PvcA	PF05141.13	nan
EXU99446.1	8618	10102	1	247_Metarhizium_robertsii	GCA_000591435.1	1485	4.0	Group_2	Metarhizium_robertsii	Aldedh	PF00171.23	nan
EXU99447.1	11998	13272	0	247_Metarhizium_robertsii	GCA_000591435.1	1275	3.0	Group_1	Metarhizium_robertsii	tRNA-synt_1b	PF00579.26	nan
KFG81909.1	1	1310	0	281_Metarhizium_anisopliae	GCA_000739145.1	1310	8.0	Group_10	Metarhizium_anisopliae	ADH_N	PF08240.13	nan
KFG81909.1	1	1310	0	281_Metarhizium_anisopliae	GCA_000739145.1	1310	8.0	Group_10	Metarhizium_anisopliae	ADH_zinc_N	PF00107.27	nan
KFG81910.1	1623	2996	1	281_Metarhizium_anisopliae	GCA_000739145.1	1374	7.0	Group_5	Metarhizium_anisopliae	DAO	PF01266.25	nan
KFG81910.1	1623	2996	1	281_Metarhizium_anisopliae	GCA_000739145.1	1374	7.0	Group_5	Metarhizium_anisopliae	NAD_binding_8	PF13450.7	nan
KFG81911.1	3896	5200	0	281_Metarhizium_anisopliae	GCA_000739145.1	1305	6.0	Group_4	Metarhizium_anisopliae	MFS_1	PF07690.17	nan
KFG81912.1	5738	7590	1	281_Metarhizium_anisopliae	GCA_000739145.1	1853	5.0	Group_3	Metarhizium_anisopliae	DIT1_PvcA	PF05141.13	nan
KFG81913.1	8608	10093	1	281_Metarhizium_anisopliae	GCA_000739145.1	1486	4.0	Group_2	Metarhizium_anisopliae	Aldedh	PF00171.23	nan
KFG81914.1	11996	13270	0	281_Metarhizium_anisopliae	GCA_000739145.1	1275	3.0	Group_1	Metarhizium_anisopliae	tRNA-synt_1b	PF00579.26	nan
KHN95589.1	1	1275	0	304_Metarhizium_album	GCA_000804445.1	1275	1.0	Group_1	Metarhizium_album	tRNA-synt_1b	PF00579.26	nan
KHN95590.1	2753	4237	1	304_Metarhizium_album	GCA_000804445.1	1485	2.0	Group_2	Metarhizium_album	Aldedh	PF00171.23	nan
KHN95591.1	5136	6617	1	304_Metarhizium_album	GCA_000804445.1	1482	3.0	Group_3	Metarhizium_album	DIT1_PvcA	PF05141.13	nan
KHN95592.1	7211	8521	0	304_Metarhizium_album	GCA_000804445.1	1311	4.0	Group_4	Metarhizium_album	MFS_1	PF07690.17	nan
KHN95593.1	9279	10628	1	304_Metarhizium_album	GCA_000804445.1	1350	5.0	Group_5	Metarhizium_album	DAO	PF01266.25	nan
KHN95594.1	10965	12283	0	304_Metarhizium_album	GCA_000804445.1	1319	6.0	Group_10	Metarhizium_album	ADH_N	PF08240.13	nan
KHN95594.1	10965	12283	0	304_Metarhizium_album	GCA_000804445.1	1319	6.0	Group_10	Metarhizium_album	ADH_zinc_N	PF00107.27	nan
KID95132.1	1	1275	0	309_Metarhizium_majus	GCA_000814945.1	1275	1.0	Group_1	Metarhizium_majus	tRNA-synt_1b	PF00579.26	nan
KID95133.1	3211	4695	1	309_Metarhizium_majus	GCA_000814945.1	1485	2.0	Group_2	Metarhizium_majus	Aldedh	PF00171.23	nan
KID95135.1	7158	8719	1	309_Metarhizium_majus	GCA_000814945.1	1562	3.0	Group_3	Metarhizium_majus	DIT1_PvcA	PF05141.13	nan
KID82757.1	16229	17543	0	312_Metarhizium_guizhouense	GCA_000814955.1	1315	6.0	Group_10	Metarhizium_guizhouense	ADH_N	PF08240.13	nan
KID82757.1	16229	17543	0	312_Metarhizium_guizhouense	GCA_000814955.1	1315	6.0	Group_10	Metarhizium_guizhouense	ADH_zinc_N	PF00107.27	nan
KID82758.1	17862	19235	1	312_Metarhizium_guizhouense	GCA_000814955.1	1374	5.0	Group_5	Metarhizium_guizhouense	DAO	PF01266.25	nan
KID82758.1	17862	19235	1	312_Metarhizium_guizhouense	GCA_000814955.1	1374	5.0	Group_5	Metarhizium_guizhouense	NAD_binding_8	PF13450.7	nan
KID82759.1	20079	21383	0	312_Metarhizium_guizhouense	GCA_000814955.1	1305	4.0	Group_4	Metarhizium_guizhouense	MFS_1	PF07690.17	nan
KID82760.1	21916	23759	1	312_Metarhizium_guizhouense	GCA_000814955.1	1844	3.0	Group_3	Metarhizium_guizhouense	DIT1_PvcA	PF05141.13	nan
KID60663.1	1	1310	0	316_Metarhizium_anisopliae	GCA_000814975.1	1310	8.0	Group_10	Metarhizium_anisopliae	ADH_N	PF08240.13	nan
KID60663.1	1	1310	0	316_Metarhizium_anisopliae	GCA_000814975.1	1310	8.0	Group_10	Metarhizium_anisopliae	ADH_zinc_N	PF00107.27	nan
KID60664.1	1623	2996	1	316_Metarhizium_anisopliae	GCA_000814975.1	1374	7.0	Group_5	Metarhizium_anisopliae	DAO	PF01266.25	nan
KID60664.1	1623	2996	1	316_Metarhizium_anisopliae	GCA_000814975.1	1374	7.0	Group_5	Metarhizium_anisopliae	NAD_binding_8	PF13450.7	nan
KID60665.1	3897	5201	0	316_Metarhizium_anisopliae	GCA_000814975.1	1305	6.0	Group_4	Metarhizium_anisopliae	MFS_1	PF07690.17	nan
KID60666.1	5739	7591	1	316_Metarhizium_anisopliae	GCA_000814975.1	1853	5.0	Group_3	Metarhizium_anisopliae	DIT1_PvcA	PF05141.13	nan
KID60667.1	8609	10093	1	316_Metarhizium_anisopliae	GCA_000814975.1	1485	4.0	Group_2	Metarhizium_anisopliae	Aldedh	PF00171.23	nan
KID60668.1	11996	13270	0	316_Metarhizium_anisopliae	GCA_000814975.1	1275	3.0	Group_1	Metarhizium_anisopliae	tRNA-synt_1b	PF00579.26	nan
XP_007814535.1	1	1316	0	3420_Metarhizium_acridum	GCF_000187405.1	1316	8.0	Group_10	Metarhizium_acridum	ADH_N	PF08240.13	nan
XP_007814535.1	1	1316	0	3420_Metarhizium_acridum	GCF_000187405.1	1316	8.0	Group_10	Metarhizium_acridum	ADH_zinc_N	PF00107.27	nan
XP_007814536.1	1607	2980	1	3420_Metarhizium_acridum	GCF_000187405.1	1374	7.0	Group_5	Metarhizium_acridum	DAO	PF01266.25	nan
XP_007814536.1	1607	2980	1	3420_Metarhizium_acridum	GCF_000187405.1	1374	7.0	Group_5	Metarhizium_acridum	NAD_binding_8	PF13450.7	nan
XP_007814537.1	3893	5197	0	3420_Metarhizium_acridum	GCF_000187405.1	1305	6.0	Group_4	Metarhizium_acridum	MFS_1	PF07690.17	nan
XP_007814538.1	5863	7623	1	3420_Metarhizium_acridum	GCF_000187405.1	1761	5.0	Group_3	Metarhizium_acridum	DIT1_PvcA	PF05141.13	nan
XP_007814539.1	8641	10125	1	3420_Metarhizium_acridum	GCF_000187405.1	1485	4.0	Group_2	Metarhizium_acridum	Aldedh	PF00171.23	nan
XP_007814540.1	12067	13341	0	3420_Metarhizium_acridum	GCF_000187405.1	1275	3.0	Group_1	Metarhizium_acridum	tRNA-synt_1b	PF00579.26	nan
XP_007823696.1	1	1853	1	3422_Metarhizium_robertsii	GCF_000187425.2	1853	1.0	Group_3	Metarhizium_robertsii	DIT1_PvcA	PF05141.13	nan
XP_007823697.1	2395	3699	0	3422_Metarhizium_robertsii	GCF_000187425.2	1305	2.0	Group_4	Metarhizium_robertsii	MFS_1	PF07690.17	nan
XP_007823698.2	4592	5965	1	3422_Metarhizium_robertsii	GCF_000187425.2	1374	3.0	Group_5	Metarhizium_robertsii	DAO	PF01266.25	nan
XP_007823698.2	4592	5965	1	3422_Metarhizium_robertsii	GCF_000187425.2	1374	3.0	Group_5	Metarhizium_robertsii	NAD_binding_8	PF13450.7	nan
XP_007823699.1	6283	7601	0	3422_Metarhizium_robertsii	GCF_000187425.2	1319	4.0	Group_10	Metarhizium_robertsii	ADH_N	PF08240.13	nan
XP_007823699.1	6283	7601	0	3422_Metarhizium_robertsii	GCF_000187425.2	1319	4.0	Group_10	Metarhizium_robertsii	ADH_zinc_N	PF00107.27	nan
XP_040676655.1	1	1275	0	3530_Metarhizium_album	GCF_000804445.1	1275	1.0	Group_1	Metarhizium_album	tRNA-synt_1b	PF00579.26	nan
XP_040676656.1	2753	4237	1	3530_Metarhizium_album	GCF_000804445.1	1485	2.0	Group_2	Metarhizium_album	Aldedh	PF00171.23	nan
XP_040676657.1	5136	6617	1	3530_Metarhizium_album	GCF_000804445.1	1482	3.0	Group_3	Metarhizium_album	DIT1_PvcA	PF05141.13	nan
XP_040676658.1	7211	8521	0	3530_Metarhizium_album	GCF_000804445.1	1311	4.0	Group_4	Metarhizium_album	MFS_1	PF07690.17	nan
XP_040676659.1	9279	10628	1	3530_Metarhizium_album	GCF_000804445.1	1350	5.0	Group_5	Metarhizium_album	DAO	PF01266.25	nan
XP_040676660.1	10965	12283	0	3530_Metarhizium_album	GCF_000804445.1	1319	6.0	Group_10	Metarhizium_album	ADH_N	PF08240.13	nan
XP_040676660.1	10965	12283	0	3530_Metarhizium_album	GCF_000804445.1	1319	6.0	Group_10	Metarhizium_album	ADH_zinc_N	PF00107.27	nan
XP_014574126.1	1	1275	0	3531_Metarhizium_majus	GCF_000814945.1	1275	1.0	Group_1	Metarhizium_majus	tRNA-synt_1b	PF00579.26	nan
XP_014574127.1	3211	4695	1	3531_Metarhizium_majus	GCF_000814945.1	1485	2.0	Group_2	Metarhizium_majus	Aldedh	PF00171.23	nan
XP_014574129.1	7158	8719	1	3531_Metarhizium_majus	GCF_000814945.1	1562	3.0	Group_3	Metarhizium_majus	DIT1_PvcA	PF05141.13	nan
EFY85725.1	1	1316	0	81_Metarhizium_acridum	GCA_000187405.1	1316	8.0	Group_10	Metarhizium_acridum	ADH_N	PF08240.13	nan
EFY85725.1	1	1316	0	81_Metarhizium_acridum	GCA_000187405.1	1316	8.0	Group_10	Metarhizium_acridum	ADH_zinc_N	PF00107.27	nan
EFY85726.1	1607	2980	1	81_Metarhizium_acridum	GCA_000187405.1	1374	7.0	Group_5	Metarhizium_acridum	DAO	PF01266.25	nan
EFY85726.1	1607	2980	1	81_Metarhizium_acridum	GCA_000187405.1	1374	7.0	Group_5	Metarhizium_acridum	NAD_binding_8	PF13450.7	nan
EFY85727.1	3893	5197	0	81_Metarhizium_acridum	GCA_000187405.1	1305	6.0	Group_4	Metarhizium_acridum	MFS_1	PF07690.17	nan
EFY85728.1	5863	7623	1	81_Metarhizium_acridum	GCA_000187405.1	1761	5.0	Group_3	Metarhizium_acridum	DIT1_PvcA	PF05141.13	nan
EFY85729.1	8641	10125	1	81_Metarhizium_acridum	GCA_000187405.1	1485	4.0	Group_2	Metarhizium_acridum	Aldedh	PF00171.23	nan
EFY85730.1	12067	13341	0	81_Metarhizium_acridum	GCA_000187405.1	1275	3.0	Group_1	Metarhizium_acridum	tRNA-synt_1b	PF00579.26	nan
EFY96961.1	1	1853	1	84_Metarhizium_robertsii	GCA_000187425.2	1853	1.0	Group_3	Metarhizium_robertsii	DIT1_PvcA	PF05141.13	nan
EFY96962.1	2395	3699	0	84_Metarhizium_robertsii	GCA_000187425.2	1305	2.0	Group_4	Metarhizium_robertsii	MFS_1	PF07690.17	nan
EFY96963.2	4592	5965	1	84_Metarhizium_robertsii	GCA_000187425.2	1374	3.0	Group_5	Metarhizium_robertsii	DAO	PF01266.25	nan
EFY96963.2	4592	5965	1	84_Metarhizium_robertsii	GCA_000187425.2	1374	3.0	Group_5	Metarhizium_robertsii	NAD_binding_8	PF13450.7	nan
EFY96964.1	6283	7601	0	84_Metarhizium_robertsii	GCA_000187425.2	1319	4.0	Group_10	Metarhizium_robertsii	ADH_N	PF08240.13	nan
EFY96964.1	6283	7601	0	84_Metarhizium_robertsii	GCA_000187425.2	1319	4.0	Group_10	Metarhizium_robertsii	ADH_zinc_N	PF00107.27	nan
