Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAG6026315.1	9666	11498	1	1603_Claviceps_spp	GCA_018360355.1	1833	4.0	Group_4	Claviceps_spp	p450	PF00067.23	nan
KAG6087241.1	1	855	1	1604_Claviceps_spp	GCA_018360435.1	855	7.0	Group_5	Claviceps_spp	AAA_21	PF13304.7	nan
KAG6087241.1	1	855	1	1604_Claviceps_spp	GCA_018360435.1	855	7.0	Group_5	Claviceps_spp	ABC_tran	PF00005.28	nan
KAG6087242.1	4638	6360	1	1604_Claviceps_spp	GCA_018360435.1	1723	6.0	Group_4	Claviceps_spp	p450	PF00067.23	nan
KAG6087243.1	8080	10097	0	1604_Claviceps_spp	GCA_018360435.1	2018	5.0	Group_0	Claviceps_spp	DIT1_PvcA	PF05141.13	nan
KAG6087244.1	10650	12867	1	1604_Claviceps_spp	GCA_018360435.1	2218	4.0	Group_11	Claviceps_spp	ATG22	PF11700.9	nan
KAG6087245.1	13883	15771	0	1604_Claviceps_spp	GCA_018360435.1	1889	3.0	Group_10	Claviceps_spp	MFS_1	PF07690.17	nan
KAG6087245.1	13883	15771	0	1604_Claviceps_spp	GCA_018360435.1	1889	3.0	Group_10	Claviceps_spp	Sugar_tr	PF00083.25	nan
KAG6158191.1	17071	17925	1	1605_Claviceps_purpurea	GCA_018360475.1	855	7.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6158191.1	17071	17925	1	1605_Claviceps_purpurea	GCA_018360475.1	855	7.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6158192.1	22890	24605	1	1605_Claviceps_purpurea	GCA_018360475.1	1716	6.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6158193.1	26330	28346	0	1605_Claviceps_purpurea	GCA_018360475.1	2017	5.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6158194.1	28855	31055	1	1605_Claviceps_purpurea	GCA_018360475.1	2201	4.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6158195.1	32048	33938	0	1605_Claviceps_purpurea	GCA_018360475.1	1891	3.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6158195.1	32048	33938	0	1605_Claviceps_purpurea	GCA_018360475.1	1891	3.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6045427.1	1	1917	0	1606_Claviceps_spp	GCA_018360525.1	1917	1.0	Group_10	Claviceps_spp	MFS_1	PF07690.17	nan
KAG6045427.1	1	1917	0	1606_Claviceps_spp	GCA_018360525.1	1917	1.0	Group_10	Claviceps_spp	Sugar_tr	PF00083.25	nan
KAG6045428.1	2949	5179	1	1606_Claviceps_spp	GCA_018360525.1	2231	2.0	Group_11	Claviceps_spp	ATG22	PF11700.9	nan
KAG6045429.1	5744	7768	0	1606_Claviceps_spp	GCA_018360525.1	2025	3.0	Group_0	Claviceps_spp	DIT1_PvcA	PF05141.13	nan
KAG6045430.1	9656	11488	1	1606_Claviceps_spp	GCA_018360525.1	1833	4.0	Group_4	Claviceps_spp	p450	PF00067.23	nan
KAG6170691.1	13128	15018	0	1607_Claviceps_purpurea	GCA_018360535.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6170691.1	13128	15018	0	1607_Claviceps_purpurea	GCA_018360535.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6170692.1	15993	18191	1	1607_Claviceps_purpurea	GCA_018360535.1	2199	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6170693.1	18758	20757	0	1607_Claviceps_purpurea	GCA_018360535.1	2000	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6170694.1	22473	24188	1	1607_Claviceps_purpurea	GCA_018360535.1	1716	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6170695.1	31866	32720	1	1607_Claviceps_purpurea	GCA_018360535.1	855	5.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6170695.1	31866	32720	1	1607_Claviceps_purpurea	GCA_018360535.1	855	5.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6112000.1	1	1723	1	1608_Claviceps_spp	GCA_018360575.1	1723	5.0	Group_4	Claviceps_spp	p450	PF00067.23	nan
KAG6112001.1	3490	5494	0	1608_Claviceps_spp	GCA_018360575.1	2005	4.0	Group_0	Claviceps_spp	DIT1_PvcA	PF05141.13	nan
KAG6112002.1	6035	8242	1	1608_Claviceps_spp	GCA_018360575.1	2208	3.0	Group_11	Claviceps_spp	ATG22	PF11700.9	nan
KAG6112003.1	9246	11138	0	1608_Claviceps_spp	GCA_018360575.1	1893	2.0	Group_10	Claviceps_spp	MFS_1	PF07690.17	nan
KAG6112003.1	9246	11138	0	1608_Claviceps_spp	GCA_018360575.1	1893	2.0	Group_10	Claviceps_spp	Sugar_tr	PF00083.25	nan
KAG6100588.1	1	1723	1	1609_Claviceps_spp	GCA_018360595.1	1723	5.0	Group_4	Claviceps_spp	p450	PF00067.23	nan
KAG6100589.1	3498	5511	0	1609_Claviceps_spp	GCA_018360595.1	2014	4.0	Group_0	Claviceps_spp	DIT1_PvcA	PF05141.13	nan
KAG6100590.1	6064	8280	1	1609_Claviceps_spp	GCA_018360595.1	2217	3.0	Group_11	Claviceps_spp	ATG22	PF11700.9	nan
KAG6100591.1	9290	11178	0	1609_Claviceps_spp	GCA_018360595.1	1889	2.0	Group_10	Claviceps_spp	MFS_1	PF07690.17	nan
KAG6100591.1	9290	11178	0	1609_Claviceps_spp	GCA_018360595.1	1889	2.0	Group_10	Claviceps_spp	Sugar_tr	PF00083.25	nan
KAG6140378.1	1	1891	0	1610_Claviceps_purpurea	GCA_018360605.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6140378.1	1	1891	0	1610_Claviceps_purpurea	GCA_018360605.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6140379.1	2866	5064	1	1610_Claviceps_purpurea	GCA_018360605.1	2199	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6140380.1	5631	7646	0	1610_Claviceps_purpurea	GCA_018360605.1	2016	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6140381.1	9467	11107	1	1610_Claviceps_purpurea	GCA_018360605.1	1641	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6140382.1	17642	18496	1	1610_Claviceps_purpurea	GCA_018360605.1	855	5.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6140382.1	17642	18496	1	1610_Claviceps_purpurea	GCA_018360605.1	855	5.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6172810.1	13209	14063	1	1611_Claviceps_purpurea	GCA_018360655.1	855	7.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6172810.1	13209	14063	1	1611_Claviceps_purpurea	GCA_018360655.1	855	7.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6172811.1	20629	22344	1	1611_Claviceps_purpurea	GCA_018360655.1	1716	6.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6172812.1	24063	26068	0	1611_Claviceps_purpurea	GCA_018360655.1	2006	5.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6172813.1	26623	28814	1	1611_Claviceps_purpurea	GCA_018360655.1	2192	4.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6172814.1	29808	31698	0	1611_Claviceps_purpurea	GCA_018360655.1	1891	3.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6172814.1	29808	31698	0	1611_Claviceps_purpurea	GCA_018360655.1	1891	3.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6232426.1	8116	10006	0	1612_Claviceps_purpurea	GCA_018360675.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6232426.1	8116	10006	0	1612_Claviceps_purpurea	GCA_018360675.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6232427.1	10996	13192	1	1612_Claviceps_purpurea	GCA_018360675.1	2197	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6232428.1	13753	15764	0	1612_Claviceps_purpurea	GCA_018360675.1	2012	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6232429.1	17482	19197	1	1612_Claviceps_purpurea	GCA_018360675.1	1716	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6188385.1	1	1890	0	1613_Claviceps_purpurea	GCA_018360725.1	1890	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6188385.1	1	1890	0	1613_Claviceps_purpurea	GCA_018360725.1	1890	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6188386.1	2865	5054	1	1613_Claviceps_purpurea	GCA_018360725.1	2190	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6188387.1	5607	7629	0	1613_Claviceps_purpurea	GCA_018360725.1	2023	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6188388.1	9343	11058	1	1613_Claviceps_purpurea	GCA_018360725.1	1716	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6188389.1	16061	16915	1	1613_Claviceps_purpurea	GCA_018360725.1	855	5.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6188389.1	16061	16915	1	1613_Claviceps_purpurea	GCA_018360725.1	855	5.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6208451.1	13101	14991	0	1614_Claviceps_purpurea	GCA_018360735.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6208451.1	13101	14991	0	1614_Claviceps_purpurea	GCA_018360735.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6208452.1	15992	18184	1	1614_Claviceps_purpurea	GCA_018360735.1	2193	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6208453.1	18726	20734	0	1614_Claviceps_purpurea	GCA_018360735.1	2009	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6208454.1	22465	24368	1	1614_Claviceps_purpurea	GCA_018360735.1	1904	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6208455.1	30739	31593	1	1614_Claviceps_purpurea	GCA_018360735.1	855	5.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6208455.1	30739	31593	1	1614_Claviceps_purpurea	GCA_018360735.1	855	5.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6188401.1	29952	30806	0	1615_Claviceps_purpurea	GCA_018360745.1	855	1.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6188401.1	29952	30806	0	1615_Claviceps_purpurea	GCA_018360745.1	855	1.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6188402.1	37361	39076	0	1615_Claviceps_purpurea	GCA_018360745.1	1716	2.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6188403.1	40790	42796	1	1615_Claviceps_purpurea	GCA_018360745.1	2007	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6219096.1	13210	14064	1	1616_Claviceps_purpurea	GCA_018360755.1	855	7.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6219096.1	13210	14064	1	1616_Claviceps_purpurea	GCA_018360755.1	855	7.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6219097.1	20685	22379	1	1616_Claviceps_purpurea	GCA_018360755.1	1695	6.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6219098.1	24083	26095	0	1616_Claviceps_purpurea	GCA_018360755.1	2013	5.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6219099.1	26629	28833	1	1616_Claviceps_purpurea	GCA_018360755.1	2205	4.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6219100.1	29808	31696	0	1616_Claviceps_purpurea	GCA_018360755.1	1889	3.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6219100.1	29808	31696	0	1616_Claviceps_purpurea	GCA_018360755.1	1889	3.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6197802.1	24481	25335	1	1617_Claviceps_purpurea	GCA_018360765.1	855	7.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6197802.1	24481	25335	1	1617_Claviceps_purpurea	GCA_018360765.1	855	7.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAG6197803.1	31786	33501	1	1617_Claviceps_purpurea	GCA_018360765.1	1716	6.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6197804.1	35217	37240	0	1617_Claviceps_purpurea	GCA_018360765.1	2024	5.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6197805.1	37797	39994	1	1617_Claviceps_purpurea	GCA_018360765.1	2198	4.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6197806.1	40968	42858	0	1617_Claviceps_purpurea	GCA_018360765.1	1891	3.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6197806.1	40968	42858	0	1617_Claviceps_purpurea	GCA_018360765.1	1891	3.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6240565.1	1	1716	1	1618_Claviceps_purpurea	GCA_018360825.1	1716	5.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6240566.1	3449	5452	0	1618_Claviceps_purpurea	GCA_018360825.1	2004	4.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6240567.1	6002	8194	1	1618_Claviceps_purpurea	GCA_018360825.1	2193	3.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6240568.1	9188	11078	0	1618_Claviceps_purpurea	GCA_018360825.1	1891	2.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6240568.1	9188	11078	0	1618_Claviceps_purpurea	GCA_018360825.1	1891	2.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6251181.1	19429	21135	1	1619_Claviceps_purpurea	GCA_018360835.1	1707	5.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6251182.1	22853	24854	0	1619_Claviceps_purpurea	GCA_018360835.1	2002	4.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6251183.1	25407	27596	1	1619_Claviceps_purpurea	GCA_018360835.1	2190	3.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6251184.1	28588	30478	0	1619_Claviceps_purpurea	GCA_018360835.1	1891	2.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6251184.1	28588	30478	0	1619_Claviceps_purpurea	GCA_018360835.1	1891	2.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6277011.1	1	1731	1	1620_Claviceps_purpurea	GCA_018360845.1	1731	5.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6277012.1	3553	5568	0	1620_Claviceps_purpurea	GCA_018360845.1	2016	4.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6277013.1	6135	8333	1	1620_Claviceps_purpurea	GCA_018360845.1	2199	3.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6277014.1	9308	11198	0	1620_Claviceps_purpurea	GCA_018360845.1	1891	2.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6277014.1	9308	11198	0	1620_Claviceps_purpurea	GCA_018360845.1	1891	2.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6276361.1	1	1716	1	1621_Claviceps_purpurea	GCA_018360855.1	1716	5.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6276362.1	3442	5451	0	1621_Claviceps_purpurea	GCA_018360855.1	2010	4.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6276363.1	6002	8206	1	1621_Claviceps_purpurea	GCA_018360855.1	2205	3.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6276364.1	9180	11069	0	1621_Claviceps_purpurea	GCA_018360855.1	1890	2.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6276364.1	9180	11069	0	1621_Claviceps_purpurea	GCA_018360855.1	1890	2.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6293416.1	8238	10128	0	1622_Claviceps_purpurea	GCA_018360865.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6293416.1	8238	10128	0	1622_Claviceps_purpurea	GCA_018360865.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6293417.1	11117	13311	1	1622_Claviceps_purpurea	GCA_018360865.1	2195	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6293418.1	13846	15836	0	1622_Claviceps_purpurea	GCA_018360865.1	1991	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6293419.1	17553	19268	1	1622_Claviceps_purpurea	GCA_018360865.1	1716	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6324993.1	13107	14997	0	1623_Claviceps_purpurea	GCA_018360925.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6324993.1	13107	14997	0	1623_Claviceps_purpurea	GCA_018360925.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6324994.1	15990	18196	1	1623_Claviceps_purpurea	GCA_018360925.1	2207	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6324995.1	18747	20737	0	1623_Claviceps_purpurea	GCA_018360925.1	1991	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6324996.1	22455	24170	1	1623_Claviceps_purpurea	GCA_018360925.1	1716	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6230217.1	1	1716	1	1624_Claviceps_purpurea	GCA_018360955.1	1716	5.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6230218.1	3428	5448	0	1624_Claviceps_purpurea	GCA_018360955.1	2021	4.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6230219.1	6012	8218	1	1624_Claviceps_purpurea	GCA_018360955.1	2207	3.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6230220.1	9172	11062	0	1624_Claviceps_purpurea	GCA_018360955.1	1891	2.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6230220.1	9172	11062	0	1624_Claviceps_purpurea	GCA_018360955.1	1891	2.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6254239.1	8232	10122	0	1625_Claviceps_purpurea	GCA_018360975.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
KAG6254239.1	8232	10122	0	1625_Claviceps_purpurea	GCA_018360975.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
KAG6254240.1	11114	13303	1	1625_Claviceps_purpurea	GCA_018360975.1	2190	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6254241.1	13856	15857	0	1625_Claviceps_purpurea	GCA_018360975.1	2002	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6254242.1	17575	19281	1	1625_Claviceps_purpurea	GCA_018360975.1	1707	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6300533.1	1	516	1	1626_Claviceps_purpurea	GCA_018361025.1	516	1.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
KAG6300534.1	1073	3111	0	1626_Claviceps_purpurea	GCA_018361025.1	2039	2.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
KAG6300535.1	4891	6606	1	1626_Claviceps_purpurea	GCA_018361025.1	1716	3.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
KAG6300536.1	11470	12324	1	1626_Claviceps_purpurea	GCA_018361025.1	855	4.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
KAG6300536.1	11470	12324	1	1626_Claviceps_purpurea	GCA_018361025.1	855	4.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KAH0592485.1	32754	34539	1	1698_Metarhizium_humberi	GCA_020102295.1	1786	2.0	Group_0	Metarhizium_humberi	DIT1_PvcA	PF05141.13	nan
KAH0592486.1	35870	37340	0	1698_Metarhizium_humberi	GCA_020102295.1	1471	1.0	Group_4	Metarhizium_humberi	p450	PF00067.23	nan
CCE27617.1	16073	17963	0	173_Claviceps_purpurea	GCA_000347355.1	1891	1.0	Group_10	Claviceps_purpurea	MFS_1	PF07690.17	nan
CCE27617.1	16073	17963	0	173_Claviceps_purpurea	GCA_000347355.1	1891	1.0	Group_10	Claviceps_purpurea	Sugar_tr	PF00083.25	nan
CCE27618.1	18938	21152	1	173_Claviceps_purpurea	GCA_000347355.1	2215	2.0	Group_11	Claviceps_purpurea	ATG22	PF11700.9	nan
CCE27619.1	21686	23683	0	173_Claviceps_purpurea	GCA_000347355.1	1998	3.0	Group_0	Claviceps_purpurea	DIT1_PvcA	PF05141.13	nan
CCE27620.1	25400	27120	1	173_Claviceps_purpurea	GCA_000347355.1	1721	4.0	Group_4	Claviceps_purpurea	p450	PF00067.23	nan
CCE27621.1	34306	35160	1	173_Claviceps_purpurea	GCA_000347355.1	855	5.0	Group_5	Claviceps_purpurea	AAA_21	PF13304.7	nan
CCE27621.1	34306	35160	1	173_Claviceps_purpurea	GCA_000347355.1	855	5.0	Group_5	Claviceps_purpurea	ABC_tran	PF00005.28	nan
KJK75065.1	1	1786	0	207_Metarhizium_anisopliae	GCA_000426965.1	1786	1.0	Group_0	Metarhizium_anisopliae	DIT1_PvcA	PF05141.13	nan
KJK75066.1	2971	4235	1	207_Metarhizium_anisopliae	GCA_000426965.1	1265	2.0	Group_4	Metarhizium_anisopliae	p450	PF00067.23	nan
KJK75068.1	12399	13253	1	207_Metarhizium_anisopliae	GCA_000426965.1	855	3.0	Group_5	Metarhizium_anisopliae	AAA_21	PF13304.7	nan
