ID	Species
Coccidioides_posadasii_GCA_000151335.1_EER24339.1	Coccidioides_posadasii
Fusarium_vanettenii_GCA_000151355.1_EEU37393.1	Fusarium_vanettenii
Trichophyton_rubrum_GCA_000151425.1_KFL63109.1	Trichophyton_rubrum
Trichophyton_verrucosum_GCA_000151505.1_EFE40556.1	Trichophyton_verrucosum
Blastomyces_dermatitidis_GCA_000151595.1_EGE79695.2	Blastomyces_dermatitidis
Pyrenophora_teres_GCA_000166005.1_EFQ94304.1	Pyrenophora_teres
Blastomyces_dermatitidis_GCA_000166155.1_EQL30738.1	Blastomyces_dermatitidis
Trichoderma_reesei_GCA_000167675.2_EGR44678.1	Trichoderma_reesei
Coccidioides_posadasii_GCA_000170175.2_EFW19038.1	Coccidioides_posadasii
Coccidioides_posadasii_GCA_000170175.2_EFW13625.1	Coccidioides_posadasii
Coccidioides_posadasii_GCA_000170175.2_EFW18199.1	Coccidioides_posadasii
Trichoderma_virens_GCA_000170995.2_EHK26811.1	Trichoderma_virens
Trichoderma_virens_GCA_000170995.2_EHK23011.1	Trichoderma_virens
Trichoderma_virens_GCA_000170995.2_EHK24062.1	Trichoderma_virens
Trichoderma_atroviride_GCA_000171015.2_EHK39378.1	Trichoderma_atroviride
Trichoderma_atroviride_GCA_000171015.2_EHK42400.1	Trichoderma_atroviride
Trichoderma_atroviride_GCA_000171015.2_EHK49517.1	Trichoderma_atroviride
Trichoderma_atroviride_GCA_000171015.2_EHK44640.1	Trichoderma_atroviride
Trichoderma_atroviride_GCA_000171015.2_EHK42463.1	Trichoderma_atroviride
Trichoderma_atroviride_GCA_000171015.2_EHK49129.1	Trichoderma_atroviride
Saccharomyces_cerevisiae_GCA_000181435.1_EDN60732.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000182175.1_EDZ72862.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000182315.2_EEU06289.1	Saccharomyces_cerevisiae
Spizellomyces_punctatus_GCA_000182565.2_KNC96350.1	Spizellomyces_punctatus
Candida_parapsilosis_GCA_000182765.2_CCE42742.1	Candida_parapsilosis
Candida_albicans_GCA_000182965.3_AOW31200.1	Candida_albicans
Aspergillus_oryzae_GCA_000184455.3_BAE62146.1	Aspergillus_oryzae
Metarhizium_acridum_GCA_000187405.1_EFY85421.1	Metarhizium_acridum
Metarhizium_acridum_GCA_000187405.1_EFY92122.1	Metarhizium_acridum
Metarhizium_acridum_GCA_000187405.1_EFY85728.1	Metarhizium_acridum
Metarhizium_robertsii_GCA_000187425.2_EFZ02340.1	Metarhizium_robertsii
Metarhizium_robertsii_GCA_000187425.2_EFY94555.1	Metarhizium_robertsii
Metarhizium_robertsii_GCA_000187425.2_EFY99412.2	Metarhizium_robertsii
Metarhizium_robertsii_GCA_000187425.2_EFY96961.1	Metarhizium_robertsii
Saccharomyces_cerevisiae_GCA_000190195.1_EGA75431.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000190215.1_EGA79366.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000190255.1_EGA59223.1	Saccharomyces_cerevisiae
Scheffersomyces_stipitis_GCA_000209165.1_ABN64990.2	Scheffersomyces_stipitis
Saccharomyces_cerevisiae_GCA_000218975.1_CAY78905.1	Saccharomyces_cerevisiae
Zymoseptoria_tritici_GCA_000219625.1_EGP84765.1	Zymoseptoria_tritici
Fusarium_oxysporum_GCA_000222805.1_EGU83104.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000222805.1_EGU79659.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000222805.1_EGU89440.1	Fusarium_oxysporum
Yamadazyma_tenuis_GCA_000223465.1_EGV66439.1	Yamadazyma_tenuis
Cordyceps_militaris_GCA_000225605.1_EGX97069.1	Cordyceps_militaris
Cordyceps_militaris_GCA_000225605.1_EGX88288.1	Cordyceps_militaris
Thermothelomyces_thermophilus_GCA_000226095.1_AEO57217.1	Thermothelomyces_thermophilus
Penicillium_rubens_GCA_000226395.1_CAP96429.1	Penicillium_rubens
Penicillium_rubens_GCA_000226395.1_CAP91689.1	Penicillium_rubens
Penicillium_rubens_GCA_000226395.1_CAP91686.1	Penicillium_rubens
Podospora_anserina_GCA_000226545.1_CAP65786.1	Podospora_anserina
Podospora_anserina_GCA_000226545.1_CAP70727.1	Podospora_anserina
Naumovozyma_dairenensis_GCA_000227115.2_CCD22581.1	Naumovozyma_dairenensis
Leptosphaeria_maculans_GCA_000230375.1_CBY02451.1	Leptosphaeria_maculans
Leptosphaeria_maculans_GCA_000230375.1_CBY01469.1	Leptosphaeria_maculans
Aspergillus_niger_GCA_000230395.2_EHA26253.1	Aspergillus_niger
Eremothecium_cymbalariae_GCA_000235365.1_AET39577.1	Eremothecium_cymbalariae
Tetrapisispora_phaffii_GCA_000236905.1_CCE63302.1	Tetrapisispora_phaffii
Naumovozyma_castellii_GCA_000237345.1_CCC67761.1	Naumovozyma_castellii
Glarea_lozoyensis_GCA_000238015.2_EHK96069.1	Glarea_lozoyensis
Aspergillus_luchuensis_GCA_000239835.2_GAA88789.1	Aspergillus_luchuensis
Fusarium_graminearum_GCA_000240135.3_ESU15202.1	Fusarium_graminearum
Fusarium_graminearum_GCA_000240135.3_ESU09458.1	Fusarium_graminearum
Fusarium_graminearum_GCA_000240135.3_ESU15155.1	Fusarium_graminearum
Torulaspora_delbrueckii_GCA_000243375.1_CCE89690.1	Torulaspora_delbrueckii
Fusarium_oxysporum_GCA_000259975.2_EWZ84358.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000259975.2_EWZ86139.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000259975.2_EWZ86138.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000259975.2_EWZ83435.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260075.2_EXA33712.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260075.2_EXA36083.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260075.2_EXA36082.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260075.2_EXA35566.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260155.3_EXL47536.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260155.3_EXL45709.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260155.3_EXL45708.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260155.3_EXL40586.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260175.2_EXM17847.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260175.2_EXM17846.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260175.2_EXM15514.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260175.2_EXM17324.1	Fusarium_oxysporum
Fusarium_odoratissimum_GCA_000260195.2_EXL92739.1	Fusarium_odoratissimum
Fusarium_odoratissimum_GCA_000260195.2_EXL97875.1	Fusarium_odoratissimum
Fusarium_odoratissimum_GCA_000260195.2_EXL91572.1	Fusarium_odoratissimum
Fusarium_oxysporum_GCA_000260215.2_EXL75330.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260215.2_EXL75329.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260215.2_EXL73800.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260215.2_EXL76777.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260235.2_EXK81876.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260235.2_EXK84817.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260235.2_EXK84816.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260235.2_EXK83050.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260495.2_EXK29217.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260495.2_EXK29216.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260495.2_EXK28860.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000260495.2_EXK43654.1	Fusarium_oxysporum
Saccharomyces_cerevisiae_GCA_000260735.1_GAA22623.1	Saccharomyces_cerevisiae
Auricularia_subglabra_GCA_000265015.1_EJD47423.1	Auricularia_subglabra
Auricularia_subglabra_GCA_000265015.1_EJD47445.1	Auricularia_subglabra
Aspergillus_oryzae_GCA_000269785.2_EIT80501.1	Aspergillus_oryzae
Saccharomyces_cerevisiae_GCA_000269885.1_EIW11613.1	Saccharomyces_cerevisiae
Fusarium_oxysporum_GCA_000271705.2_EWZ46356.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271705.2_EWZ32463.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271705.2_EWZ32462.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271705.2_EWZ33518.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271745.2_EWY83678.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271745.2_EWY83677.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271745.2_EWY81456.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000271745.2_EWZ00313.1	Fusarium_oxysporum
Beauveria_bassiana_GCA_000280675.1_EJP61451.1	Beauveria_bassiana
Beauveria_bassiana_GCA_000280675.1_EJP66072.1	Beauveria_bassiana
Beauveria_bassiana_GCA_000280675.1_EJP63735.1	Beauveria_bassiana
Coniosporium_apollinis_GCA_000281105.1_EON69392.1	Coniosporium_apollinis
Pyricularia_oryzae_GCA_000292585.1_ELQ33210.1	Pyricularia_oryzae
Pyricularia_oryzae_GCA_000292605.1_ELQ70437.1	Pyricularia_oryzae
Saccharomyces_arboricola_GCA_000292725.1_EJS42206.1	Saccharomyces_arboricola
Trichosporon_asahii_GCA_000293215.1_EJT47846.1	Trichosporon_asahii
Drepanopeziza_brunnea_GCA_000298775.1_EKD13238.1	Drepanopeziza_brunnea
Trichosporon_asahii_GCA_000299215.2_EKD05543.1	Trichosporon_asahii
Macrophomina_phaseolina_GCA_000302655.1_EKG16375.1	Macrophomina_phaseolina
Macrophomina_phaseolina_GCA_000302655.1_EKG16670.1	Macrophomina_phaseolina
Macrophomina_phaseolina_GCA_000302655.1_EKG10494.1	Macrophomina_phaseolina
Macrophomina_phaseolina_GCA_000302655.1_EKG15131.1	Macrophomina_phaseolina
Macrophomina_phaseolina_GCA_000302655.1_EKG10495.1	Macrophomina_phaseolina
Fusarium_pseudograminearum_GCA_000303195.2_EKJ70210.1	Fusarium_pseudograminearum
Fusarium_pseudograminearum_GCA_000303195.2_EKJ71383.1	Fusarium_pseudograminearum
Fusarium_pseudograminearum_GCA_000303195.2_EKJ68964.1	Fusarium_pseudograminearum
Kazachstania_africana_GCA_000304475.1_CCF58502.1	Kazachstania_africana
Wickerhamomyces_ciferrii_GCA_000313485.1_CCH43697.1	Wickerhamomyces_ciferrii
Colletotrichum_higginsianum_GCA_000313795.2_CCF34937.1	Colletotrichum_higginsianum
Colletotrichum_higginsianum_GCA_000313795.2_CCF43431.1	Colletotrichum_higginsianum
Colletotrichum_higginsianum_GCA_000313795.2_CCF35993.1	Colletotrichum_higginsianum
Colletotrichum_higginsianum_GCA_000313795.2_CCF41764.1	Colletotrichum_higginsianum
Colletotrichum_higginsianum_GCA_000313795.2_CCF31799.1	Colletotrichum_higginsianum
Penicillium_digitatum_GCA_000315645.2_EKV13352.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315645.2_EKV13262.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315645.2_EKV20591.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315645.2_EKV20588.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315665.1_EKV10835.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315665.1_EKV10940.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315665.1_EKV15920.1	Penicillium_digitatum
Penicillium_digitatum_GCA_000315665.1_EKV15917.1	Penicillium_digitatum
Candida_orthopsilosis_GCA_000315875.1_CCG23236.1	Candida_orthopsilosis
Tetrapisispora_blattae_GCA_000315915.1_CCH58046.1	Tetrapisispora_blattae
Colletotrichum_fructicola_GCA_000319635.2_KAF4488348.1	Colletotrichum_fructicola
Colletotrichum_fructicola_GCA_000319635.2_KAF4476606.1	Colletotrichum_fructicola
Colletotrichum_fructicola_GCA_000319635.2_KAF4481766.1	Colletotrichum_fructicola
Colletotrichum_fructicola_GCA_000319635.2_KAF4492613.1	Colletotrichum_fructicola
Colletotrichum_fructicola_GCA_000319635.2_KAF4492105.1	Colletotrichum_fructicola
Colletotrichum_fructicola_GCA_000319635.2_KAF4492614.1	Colletotrichum_fructicola
Sphaerulina_musiva_GCA_000320565.2_EMF11229.1	Sphaerulina_musiva
Sphaerulina_musiva_GCA_000320565.2_EMF10481.1	Sphaerulina_musiva
Saccharomyces_cerevisiae_GCA_000325965.1_EGA83377.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000326005.1_EGA62906.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000326105.1_EHN07697.1	Saccharomyces_cerevisiae
Saccharomyces_cerevisiae_GCA_000326105.1_EHN02955.1	Saccharomyces_cerevisiae
Baudoinia_panamericana_GCA_000338955.1_EMD00395.1	Baudoinia_panamericana
Bipolaris_maydis_GCA_000338975.1_EMD96666.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000338975.1_EMD91555.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000338975.1_EMD97056.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000338975.1_EMD86940.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000338975.1_EMD91552.1	Bipolaris_maydis
Bipolaris_sorokiniana_GCA_000338995.1_EMD68476.1	Bipolaris_sorokiniana
Bipolaris_sorokiniana_GCA_000338995.1_EMD61568.1	Bipolaris_sorokiniana
Bipolaris_sorokiniana_GCA_000338995.1_EMD66479.1	Bipolaris_sorokiniana
Bipolaris_sorokiniana_GCA_000338995.1_EMD59663.1	Bipolaris_sorokiniana
Bipolaris_sorokiniana_GCA_000338995.1_EMD61571.1	Bipolaris_sorokiniana
Dothistroma_septosporum_GCA_000340195.1_EME45898.1	Dothistroma_septosporum
Pseudocercospora_fijiensis_GCA_000340215.1_EME89728.1	Pseudocercospora_fijiensis
Pseudocercospora_fijiensis_GCA_000340215.1_EME80387.1	Pseudocercospora_fijiensis
Candida_maltosa_GCA_000344705.1_EMG48580.1	Candida_maltosa
Penicillium_oxalicum_GCA_000346795.1_EPS34920.1	Penicillium_oxalicum
Penicillium_oxalicum_GCA_000346795.1_EPS26257.1	Penicillium_oxalicum
Penicillium_oxalicum_GCA_000346795.1_EPS31139.1	Penicillium_oxalicum
Penicillium_oxalicum_GCA_000346795.1_EPS26252.1	Penicillium_oxalicum
Claviceps_purpurea_GCA_000347355.1_CCE27619.1	Claviceps_purpurea
Kazachstania_naganishii_GCA_000348985.1_CCK69554.1	Kazachstania_naganishii
Eutypa_lata_GCA_000349385.1_EMR63721.1	Eutypa_lata
Eutypa_lata_GCA_000349385.1_EMR62687.1	Eutypa_lata
Botrytis_cinerea_GCA_000349525.1_EMR88390.1	Botrytis_cinerea
Colletotrichum_orbiculare_GCA_000350065.2_TDZ22547.1	Colletotrichum_orbiculare
Colletotrichum_orbiculare_GCA_000350065.2_TDZ17682.1	Colletotrichum_orbiculare
Colletotrichum_orbiculare_GCA_000350065.2_TDZ16871.1	Colletotrichum_orbiculare
Colletotrichum_orbiculare_GCA_000350065.2_TDZ17109.1	Colletotrichum_orbiculare
Colletotrichum_orbiculare_GCA_000350065.2_TDZ26083.1	Colletotrichum_orbiculare
Colletotrichum_orbiculare_GCA_000350065.2_TDZ26084.1	Colletotrichum_orbiculare
Fusarium_oxysporum_GCA_000350345.1_ENH71571.1	Fusarium_oxysporum
Fusarium_oxysporum_GCA_000350345.1_ENH67329.1	Fusarium_oxysporum
Fusarium_odoratissimum_GCA_000350365.1_EMT71253.1	Fusarium_odoratissimum
Fusarium_odoratissimum_GCA_000350365.1_EMT69002.1	Fusarium_odoratissimum
Fusarium_odoratissimum_GCA_000350365.1_EMT72550.1	Fusarium_odoratissimum
Bipolaris_maydis_GCA_000354255.1_ENH98768.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000354255.1_ENI08687.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000354255.1_ENI04478.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000354255.1_ENI04066.1	Bipolaris_maydis
Bipolaris_maydis_GCA_000354255.1_ENI08690.1	Bipolaris_maydis
Exserohilum_turcicum_GCA_000359705.1_EOA91930.1	Exserohilum_turcicum
Exserohilum_turcicum_GCA_000359705.1_EOA84962.1	Exserohilum_turcicum
Exserohilum_turcicum_GCA_000359705.1_EOA89985.1	Exserohilum_turcicum
Exserohilum_turcicum_GCA_000359705.1_EOA91321.1	Exserohilum_turcicum
Cladophialophora_carrionii_GCA_000365165.2_ETI29379.1	Cladophialophora_carrionii
Neofusicoccum_parvum_GCA_000385595.1_EOD46838.1	Neofusicoccum_parvum
Neofusicoccum_parvum_GCA_000385595.1_EOD43066.1	Neofusicoccum_parvum
Neofusicoccum_parvum_GCA_000385595.1_EOD45897.1	Neofusicoccum_parvum
Neofusicoccum_parvum_GCA_000385595.1_EOD52643.1	Neofusicoccum_parvum
Glarea_lozoyensis_GCA_000409485.1_EPE32483.1	Glarea_lozoyensis
Glarea_lozoyensis_GCA_000409485.1_EPE34454.1	Glarea_lozoyensis
Ashbya_aceris_GCA_000412225.2_AGO11079.1	Ashbya_aceris
Metarhizium_anisopliae_GCA_000426965.1_KJK81684.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426965.1_KJK75065.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426965.1_KJK83196.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426965.1_KJK76316.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426985.1_KJK90901.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426985.1_KJK90677.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426985.1_KJK93269.1	Metarhizium_anisopliae
Metarhizium_anisopliae_GCA_000426985.1_KJK94085.1	Metarhizium_anisopliae
Zygosaccharomyces_bailii_GCA_000442885.1_CDF89913.1	Zygosaccharomyces_bailii
Colletotrichum_gloeosporioides_GCA_000446055.1_EQB45521.1	Colletotrichum_gloeosporioides
Colletotrichum_gloeosporioides_GCA_000446055.1_EQB51381.1	Colletotrichum_gloeosporioides
Colletotrichum_gloeosporioides_GCA_000446055.1_EQB43873.1	Colletotrichum_gloeosporioides
Colletotrichum_gloeosporioides_GCA_000446055.1_EQB44842.1	Colletotrichum_gloeosporioides
Colletotrichum_gloeosporioides_GCA_000446055.1_EQB53498.1	Colletotrichum_gloeosporioides
Colletotrichum_gloeosporioides_GCA_000446055.1_EQB44843.1	Colletotrichum_gloeosporioides
Ophiocordyceps_sinensis_GCA_000448365.1_EQK99448.1	Ophiocordyceps_sinensis
Ophiocordyceps_sinensis_GCA_000448365.1_EQK99744.1	Ophiocordyceps_sinensis
Endocarpon_pusillum_GCA_000464535.1_ERF77122.1	Endocarpon_pusillum
Endocarpon_pusillum_GCA_000464535.1_ERF73020.1	Endocarpon_pusillum
