Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAH3924050.1	27740	29692	1	2621_Parastagonospora_nodorum	GCA_020567955.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH3944494.1	1	1569	0	2623_Parastagonospora_nodorum	GCA_020568045.1	1569	1.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	nan
KAH3944517.1	11407	13361	0	2623_Parastagonospora_nodorum	GCA_020568045.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH3944517.1	11407	13361	0	2623_Parastagonospora_nodorum	GCA_020568045.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH3944490.1	14189	15546	1	2623_Parastagonospora_nodorum	GCA_020568045.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH3944657.1	16355	18307	1	2623_Parastagonospora_nodorum	GCA_020568045.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH3963360.1	1	1358	1	2629_Parastagonospora_nodorum	GCA_020568055.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH3963490.1	2186	4140	0	2629_Parastagonospora_nodorum	GCA_020568055.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH3963490.1	2186	4140	0	2629_Parastagonospora_nodorum	GCA_020568055.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH3995072.1	4458	6410	1	2633_Parastagonospora_nodorum	GCA_020568205.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH3995193.1	7219	8576	1	2633_Parastagonospora_nodorum	GCA_020568205.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH3994997.1	9404	11358	0	2633_Parastagonospora_nodorum	GCA_020568205.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH3994997.1	9404	11358	0	2633_Parastagonospora_nodorum	GCA_020568205.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH3995200.1	21196	22764	0	2633_Parastagonospora_nodorum	GCA_020568205.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4015546.1	804	2756	1	2635_Parastagonospora_nodorum	GCA_020568325.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4015547.1	3565	4922	1	2635_Parastagonospora_nodorum	GCA_020568325.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4015548.1	5750	7704	0	2635_Parastagonospora_nodorum	GCA_020568325.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4015548.1	5750	7704	0	2635_Parastagonospora_nodorum	GCA_020568325.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4017576.1	4458	6410	1	2638_Parastagonospora_nodorum	GCA_020568415.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4017577.1	7219	8576	1	2638_Parastagonospora_nodorum	GCA_020568415.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4017578.1	9404	11358	0	2638_Parastagonospora_nodorum	GCA_020568415.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4017578.1	9404	11358	0	2638_Parastagonospora_nodorum	GCA_020568415.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4017582.1	21196	22764	0	2638_Parastagonospora_nodorum	GCA_020568415.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4046270.1	777	2729	1	2645_Parastagonospora_nodorum	GCA_020568465.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4046271.1	3538	4895	1	2645_Parastagonospora_nodorum	GCA_020568465.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4046272.1	5723	7677	0	2645_Parastagonospora_nodorum	GCA_020568465.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4046272.1	5723	7677	0	2645_Parastagonospora_nodorum	GCA_020568465.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4063221.1	4458	6410	1	2648_Parastagonospora_nodorum	GCA_020568635.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4063222.1	7219	8576	1	2648_Parastagonospora_nodorum	GCA_020568635.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4063223.1	9404	11358	0	2648_Parastagonospora_nodorum	GCA_020568635.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4063223.1	9404	11358	0	2648_Parastagonospora_nodorum	GCA_020568635.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4063227.1	21196	22764	0	2648_Parastagonospora_nodorum	GCA_020568635.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4104580.1	2342	4296	0	2651_Parastagonospora_nodorum	GCA_020568705.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4104580.1	2342	4296	0	2651_Parastagonospora_nodorum	GCA_020568705.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4104714.1	5124	6481	1	2651_Parastagonospora_nodorum	GCA_020568705.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4104797.1	7290	9242	1	2651_Parastagonospora_nodorum	GCA_020568705.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4082453.1	4458	6410	1	2654_Parastagonospora_nodorum	GCA_020568765.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4082454.1	7219	8576	1	2654_Parastagonospora_nodorum	GCA_020568765.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4082455.1	9404	11358	0	2654_Parastagonospora_nodorum	GCA_020568765.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4082455.1	9404	11358	0	2654_Parastagonospora_nodorum	GCA_020568765.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4082459.1	21196	22764	0	2654_Parastagonospora_nodorum	GCA_020568765.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4114604.1	3213	5167	0	2657_Parastagonospora_nodorum	GCA_020568775.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4114604.1	3213	5167	0	2657_Parastagonospora_nodorum	GCA_020568775.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4114532.1	5995	7352	1	2657_Parastagonospora_nodorum	GCA_020568775.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4114609.1	8161	10113	1	2657_Parastagonospora_nodorum	GCA_020568775.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4148346.1	4459	6411	1	2663_Parastagonospora_nodorum	GCA_020568945.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4148347.1	7220	8577	1	2663_Parastagonospora_nodorum	GCA_020568945.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4148348.1	9405	11359	0	2663_Parastagonospora_nodorum	GCA_020568945.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4148348.1	9405	11359	0	2663_Parastagonospora_nodorum	GCA_020568945.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4148352.1	21196	22764	0	2663_Parastagonospora_nodorum	GCA_020568945.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4161010.1	2343	4297	0	2666_Parastagonospora_nodorum	GCA_020569145.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4161010.1	2343	4297	0	2666_Parastagonospora_nodorum	GCA_020569145.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4161011.1	5125	6482	1	2666_Parastagonospora_nodorum	GCA_020569145.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4161012.1	7291	9243	1	2666_Parastagonospora_nodorum	GCA_020569145.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4201831.1	2343	4297	0	2670_Parastagonospora_nodorum	GCA_020569285.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4201831.1	2343	4297	0	2670_Parastagonospora_nodorum	GCA_020569285.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4201832.1	5125	6482	1	2670_Parastagonospora_nodorum	GCA_020569285.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4201833.1	7291	9243	1	2670_Parastagonospora_nodorum	GCA_020569285.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4216328.1	777	2729	1	2673_Parastagonospora_nodorum	GCA_020569485.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4216285.1	3538	4895	1	2673_Parastagonospora_nodorum	GCA_020569485.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4216314.1	5723	7677	0	2673_Parastagonospora_nodorum	GCA_020569485.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4216314.1	5723	7677	0	2673_Parastagonospora_nodorum	GCA_020569485.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4255348.1	1	1358	1	2679_Parastagonospora_nodorum	GCA_020569515.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4255493.1	2186	4140	0	2679_Parastagonospora_nodorum	GCA_020569515.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4255493.1	2186	4140	0	2679_Parastagonospora_nodorum	GCA_020569515.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4293085.1	3213	5167	0	2680_Parastagonospora_nodorum	GCA_020569685.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4293085.1	3213	5167	0	2680_Parastagonospora_nodorum	GCA_020569685.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4293171.1	5995	7352	1	2680_Parastagonospora_nodorum	GCA_020569685.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4293045.1	8161	10113	1	2680_Parastagonospora_nodorum	GCA_020569685.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4323994.1	3213	5167	0	2687_Parastagonospora_nodorum	GCA_020569945.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4323994.1	3213	5167	0	2687_Parastagonospora_nodorum	GCA_020569945.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4323995.1	5995	7352	1	2687_Parastagonospora_nodorum	GCA_020569945.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4323996.1	8161	10113	1	2687_Parastagonospora_nodorum	GCA_020569945.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4391473.1	4458	6410	1	2688_Parastagonospora_nodorum	GCA_020570345.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4391334.1	7219	8576	1	2688_Parastagonospora_nodorum	GCA_020570345.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4391460.1	9404	11358	0	2688_Parastagonospora_nodorum	GCA_020570345.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4391460.1	9404	11358	0	2688_Parastagonospora_nodorum	GCA_020570345.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4391428.1	21196	22764	0	2688_Parastagonospora_nodorum	GCA_020570345.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4370795.1	4458	6410	1	2694_Parastagonospora_nodorum	GCA_020570355.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4370796.1	7219	8576	1	2694_Parastagonospora_nodorum	GCA_020570355.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4370797.1	9404	11358	0	2694_Parastagonospora_nodorum	GCA_020570355.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4370797.1	9404	11358	0	2694_Parastagonospora_nodorum	GCA_020570355.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4370801.1	21196	22764	0	2694_Parastagonospora_nodorum	GCA_020570355.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4425391.1	2343	4297	0	2697_Parastagonospora_nodorum	GCA_020570395.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4425391.1	2343	4297	0	2697_Parastagonospora_nodorum	GCA_020570395.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4425498.1	5125	6482	1	2697_Parastagonospora_nodorum	GCA_020570395.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4425347.1	7291	9243	1	2697_Parastagonospora_nodorum	GCA_020570395.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4437125.1	777	2729	1	2700_Parastagonospora_nodorum	GCA_020570415.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4437049.1	3538	4895	1	2700_Parastagonospora_nodorum	GCA_020570415.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4436946.1	5723	7677	0	2700_Parastagonospora_nodorum	GCA_020570415.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4436946.1	5723	7677	0	2700_Parastagonospora_nodorum	GCA_020570415.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4456948.1	3213	5167	0	2707_Parastagonospora_nodorum	GCA_020570525.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4456948.1	3213	5167	0	2707_Parastagonospora_nodorum	GCA_020570525.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4456949.1	5995	7352	1	2707_Parastagonospora_nodorum	GCA_020570525.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4456950.1	8161	10113	1	2707_Parastagonospora_nodorum	GCA_020570525.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4495667.1	2343	4297	0	2709_Parastagonospora_nodorum	GCA_020570635.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4495667.1	2343	4297	0	2709_Parastagonospora_nodorum	GCA_020570635.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4495773.1	5125	6482	1	2709_Parastagonospora_nodorum	GCA_020570635.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4495624.1	7291	9243	1	2709_Parastagonospora_nodorum	GCA_020570635.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4502577.1	3213	5167	0	2712_Parastagonospora_nodorum	GCA_020570735.1	1955	1.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4502577.1	3213	5167	0	2712_Parastagonospora_nodorum	GCA_020570735.1	1955	1.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4502594.1	5995	7352	1	2712_Parastagonospora_nodorum	GCA_020570735.1	1358	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4502465.1	8161	10113	1	2712_Parastagonospora_nodorum	GCA_020570735.1	1953	3.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4539063.1	777	2729	1	2717_Parastagonospora_nodorum	GCA_020570935.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4539064.1	3538	4895	1	2717_Parastagonospora_nodorum	GCA_020570935.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4539065.1	5723	7677	0	2717_Parastagonospora_nodorum	GCA_020570935.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4539065.1	5723	7677	0	2717_Parastagonospora_nodorum	GCA_020570935.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4531291.1	777	2729	1	2722_Parastagonospora_nodorum	GCA_020570965.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4531150.1	3538	4895	1	2722_Parastagonospora_nodorum	GCA_020570965.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4531298.1	5723	7677	0	2722_Parastagonospora_nodorum	GCA_020570965.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4531298.1	5723	7677	0	2722_Parastagonospora_nodorum	GCA_020570965.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4558694.1	4459	6411	1	2727_Parastagonospora_nodorum	GCA_020570975.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4558670.1	7220	8577	1	2727_Parastagonospora_nodorum	GCA_020570975.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4558723.1	9405	11359	0	2727_Parastagonospora_nodorum	GCA_020570975.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4558723.1	9405	11359	0	2727_Parastagonospora_nodorum	GCA_020570975.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4558697.1	21196	22764	0	2727_Parastagonospora_nodorum	GCA_020570975.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4581368.1	4458	6410	1	2730_Parastagonospora_nodorum	GCA_020571265.1	1953	4.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4581369.1	7219	8576	1	2730_Parastagonospora_nodorum	GCA_020571265.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4581370.1	9404	11358	0	2730_Parastagonospora_nodorum	GCA_020571265.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4581370.1	9404	11358	0	2730_Parastagonospora_nodorum	GCA_020571265.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4596610.1	21187	22755	0	2734_Parastagonospora_nodorum	GCA_020571295.1	1569	1.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	nan
KAH4596596.1	32594	34548	0	2734_Parastagonospora_nodorum	GCA_020571295.1	1955	2.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4596596.1	32594	34548	0	2734_Parastagonospora_nodorum	GCA_020571295.1	1955	2.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4596658.1	35376	36733	1	2734_Parastagonospora_nodorum	GCA_020571295.1	1358	3.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4615762.1	4459	6411	1	2737_Parastagonospora_nodorum	GCA_020571325.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4615763.1	7220	8577	1	2737_Parastagonospora_nodorum	GCA_020571325.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
KAH4615764.1	9405	11359	0	2737_Parastagonospora_nodorum	GCA_020571325.1	1955	3.0	Group_1	Parastagonospora_nodorum	DIT1_PvcA	PF05141.13	nan
KAH4615764.1	9405	11359	0	2737_Parastagonospora_nodorum	GCA_020571325.1	1955	3.0	Group_1	Parastagonospora_nodorum	TauD	PF02668.17	nan
KAH4615768.1	21196	22764	0	2737_Parastagonospora_nodorum	GCA_020571325.1	1569	2.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.2
KAH4624504.1	4459	6411	1	2742_Parastagonospora_nodorum	GCA_020571545.1	1953	5.0	Group_5	Parastagonospora_nodorum	FAD_binding_3	PF01494.20	nan
KAH4624505.1	7220	8577	1	2742_Parastagonospora_nodorum	GCA_020571545.1	1358	4.0	Group_0	Parastagonospora_nodorum	MFS_1	PF07690.17	Group_0.1
