Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
KAF5643199.1	10909	12459	1	1433_Fusarium_spp	GCA_013396095.1	1551	6.0	Group_3	Fusarium_spp	p450	PF00067.23	nan
KAF5646707.1	2311	3413	0	1449_Fusarium_tjaetaba	GCA_013396195.1	1103	8.0	Group_4	Fusarium_tjaetaba	ADH_zinc_N	PF00107.27	nan
KAF5646708.1	3638	5188	1	1449_Fusarium_tjaetaba	GCA_013396195.1	1551	7.0	Group_3	Fusarium_tjaetaba	p450	PF00067.23	nan
KAF5646709.1	6012	7811	0	1449_Fusarium_tjaetaba	GCA_013396195.1	1800	6.0	Group_2	Fusarium_tjaetaba	MFS_1	PF07690.17	nan
KAF5646710.1	7988	8787	1	1449_Fusarium_tjaetaba	GCA_013396195.1	800	5.0	Group_1	Fusarium_tjaetaba	none	none	nan
KAF5646711.1	9535	11798	0	1449_Fusarium_tjaetaba	GCA_013396195.1	2264	4.0	Group_0	Fusarium_tjaetaba	DIT1_PvcA	PF05141.13	nan
KAF5646711.1	9535	11798	0	1449_Fusarium_tjaetaba	GCA_013396195.1	2264	4.0	Group_0	Fusarium_tjaetaba	TauD	PF02668.17	nan
KAF5646712.1	12037	12729	1	1449_Fusarium_tjaetaba	GCA_013396195.1	693	3.0	Group_7	Fusarium_tjaetaba	DJ-1_PfpI	PF01965.25	nan
KAF5646713.1	13591	14268	0	1449_Fusarium_tjaetaba	GCA_013396195.1	678	2.0	Group_7	Fusarium_tjaetaba	DJ-1_PfpI	PF01965.25	Group_7.2
KAG9499230.1	14234	15345	0	1689_Fusarium_musae	GCA_019915245.1	1112	8.0	Group_4	Fusarium_musae	ADH_zinc_N	PF00107.27	nan
KAG9499231.1	15592	17142	1	1689_Fusarium_musae	GCA_019915245.1	1551	7.0	Group_3	Fusarium_musae	p450	PF00067.23	nan
KAG9499232.1	18237	19784	0	1689_Fusarium_musae	GCA_019915245.1	1548	6.0	Group_2	Fusarium_musae	MFS_1	PF07690.17	nan
KAG9499233.1	19976	20758	1	1689_Fusarium_musae	GCA_019915245.1	783	5.0	Group_1	Fusarium_musae	none	none	nan
KAG9499234.1	21508	23774	0	1689_Fusarium_musae	GCA_019915245.1	2267	4.0	Group_0	Fusarium_musae	DIT1_PvcA	PF05141.13	nan
KAG9499234.1	21508	23774	0	1689_Fusarium_musae	GCA_019915245.1	2267	4.0	Group_0	Fusarium_musae	TauD	PF02668.17	nan
KAG9499235.1	24082	24774	1	1689_Fusarium_musae	GCA_019915245.1	693	3.0	Group_7	Fusarium_musae	DJ-1_PfpI	PF01965.25	nan
KAG9499236.1	25369	26046	0	1689_Fusarium_musae	GCA_019915245.1	678	2.0	Group_7	Fusarium_musae	DJ-1_PfpI	PF01965.25	Group_7.2
CZR41591.1	4380	5497	0	3265_Fusarium_proliferatum	GCA_900067095.1	1118	9.0	Group_4	Fusarium_proliferatum	ADH_N	PF08240.13	nan
CZR41591.1	4380	5497	0	3265_Fusarium_proliferatum	GCA_900067095.1	1118	9.0	Group_4	Fusarium_proliferatum	ADH_zinc_N	PF00107.27	nan
CZR41592.1	5867	7419	1	3265_Fusarium_proliferatum	GCA_900067095.1	1553	8.0	Group_3	Fusarium_proliferatum	p450	PF00067.23	nan
CZR41593.1	8260	10068	0	3265_Fusarium_proliferatum	GCA_900067095.1	1809	7.0	Group_2	Fusarium_proliferatum	MFS_1	PF07690.17	nan
CZR41594.1	10371	11168	1	3265_Fusarium_proliferatum	GCA_900067095.1	798	6.0	Group_1	Fusarium_proliferatum	none	none	nan
CZR41595.1	11894	14158	0	3265_Fusarium_proliferatum	GCA_900067095.1	2265	5.0	Group_0	Fusarium_proliferatum	DIT1_PvcA	PF05141.13	nan
CZR41595.1	11894	14158	0	3265_Fusarium_proliferatum	GCA_900067095.1	2265	5.0	Group_0	Fusarium_proliferatum	TauD	PF02668.17	nan
CZR41596.1	14497	15189	1	3265_Fusarium_proliferatum	GCA_900067095.1	693	4.0	Group_7	Fusarium_proliferatum	DJ-1_PfpI	PF01965.25	nan
CZR41597.1	15768	16445	0	3265_Fusarium_proliferatum	GCA_900067095.1	678	3.0	Group_7	Fusarium_proliferatum	DJ-1_PfpI	PF01965.25	Group_7.2
SCV57104.1	4388	5505	0	3273_Fusarium_fujikuroi	GCA_900096505.1	1118	9.0	Group_4	Fusarium_fujikuroi	ADH_N	PF08240.13	nan
SCV57104.1	4388	5505	0	3273_Fusarium_fujikuroi	GCA_900096505.1	1118	9.0	Group_4	Fusarium_fujikuroi	ADH_zinc_N	PF00107.27	nan
SCV57106.1	5876	7428	1	3273_Fusarium_fujikuroi	GCA_900096505.1	1553	8.0	Group_3	Fusarium_fujikuroi	p450	PF00067.23	nan
SCV57107.1	8269	10077	0	3273_Fusarium_fujikuroi	GCA_900096505.1	1809	7.0	Group_2	Fusarium_fujikuroi	MFS_1	PF07690.17	nan
SCV57109.1	10380	11177	1	3273_Fusarium_fujikuroi	GCA_900096505.1	798	6.0	Group_1	Fusarium_fujikuroi	none	none	nan
SCV57111.1	11904	14169	0	3273_Fusarium_fujikuroi	GCA_900096505.1	2266	5.0	Group_0	Fusarium_fujikuroi	DIT1_PvcA	PF05141.13	nan
SCV57111.1	11904	14169	0	3273_Fusarium_fujikuroi	GCA_900096505.1	2266	5.0	Group_0	Fusarium_fujikuroi	TauD	PF02668.17	nan
SCV57113.1	14510	15202	1	3273_Fusarium_fujikuroi	GCA_900096505.1	693	4.0	Group_7	Fusarium_fujikuroi	DJ-1_PfpI	PF01965.25	nan
SCV57115.1	15781	16458	0	3273_Fusarium_fujikuroi	GCA_900096505.1	678	3.0	Group_7	Fusarium_fujikuroi	DJ-1_PfpI	PF01965.25	Group_7.2
XP_037210957.1	2311	3413	0	3743_Fusarium_tjaetaba	GCF_013396195.1	1103	8.0	Group_4	Fusarium_tjaetaba	ADH_zinc_N	PF00107.27	nan
XP_037210958.1	3638	5188	1	3743_Fusarium_tjaetaba	GCF_013396195.1	1551	7.0	Group_3	Fusarium_tjaetaba	p450	PF00067.23	nan
XP_037210959.1	6012	7811	0	3743_Fusarium_tjaetaba	GCF_013396195.1	1800	6.0	Group_2	Fusarium_tjaetaba	MFS_1	PF07690.17	nan
XP_037210960.1	7988	8787	1	3743_Fusarium_tjaetaba	GCF_013396195.1	800	5.0	Group_1	Fusarium_tjaetaba	none	none	nan
XP_037210961.1	9535	11798	0	3743_Fusarium_tjaetaba	GCF_013396195.1	2264	4.0	Group_0	Fusarium_tjaetaba	DIT1_PvcA	PF05141.13	nan
XP_037210961.1	9535	11798	0	3743_Fusarium_tjaetaba	GCF_013396195.1	2264	4.0	Group_0	Fusarium_tjaetaba	TauD	PF02668.17	nan
XP_037210962.1	12037	12729	1	3743_Fusarium_tjaetaba	GCF_013396195.1	693	3.0	Group_7	Fusarium_tjaetaba	DJ-1_PfpI	PF01965.25	nan
XP_037210963.1	13591	14268	0	3743_Fusarium_tjaetaba	GCF_013396195.1	678	2.0	Group_7	Fusarium_tjaetaba	DJ-1_PfpI	PF01965.25	Group_7.2
XP_044678230.1	14234	15345	0	3779_Fusarium_musae	GCF_019915245.1	1112	8.0	Group_4	Fusarium_musae	ADH_zinc_N	PF00107.27	nan
XP_044678231.1	15592	17142	1	3779_Fusarium_musae	GCF_019915245.1	1551	7.0	Group_3	Fusarium_musae	p450	PF00067.23	nan
XP_044678232.1	18237	19784	0	3779_Fusarium_musae	GCF_019915245.1	1548	6.0	Group_2	Fusarium_musae	MFS_1	PF07690.17	nan
XP_044678233.1	19976	20758	1	3779_Fusarium_musae	GCF_019915245.1	783	5.0	Group_1	Fusarium_musae	none	none	nan
XP_044678234.1	21508	23774	0	3779_Fusarium_musae	GCF_019915245.1	2267	4.0	Group_0	Fusarium_musae	DIT1_PvcA	PF05141.13	nan
XP_044678234.1	21508	23774	0	3779_Fusarium_musae	GCF_019915245.1	2267	4.0	Group_0	Fusarium_musae	TauD	PF02668.17	nan
XP_044678235.1	24082	24774	1	3779_Fusarium_musae	GCF_019915245.1	693	3.0	Group_7	Fusarium_musae	DJ-1_PfpI	PF01965.25	nan
XP_044678236.1	25369	26046	0	3779_Fusarium_musae	GCF_019915245.1	678	2.0	Group_7	Fusarium_musae	DJ-1_PfpI	PF01965.25	Group_7.2
XP_031082183.1	4380	5497	0	3792_Fusarium_proliferatum	GCF_900067095.1	1118	9.0	Group_4	Fusarium_proliferatum	ADH_N	PF08240.13	nan
XP_031082183.1	4380	5497	0	3792_Fusarium_proliferatum	GCF_900067095.1	1118	9.0	Group_4	Fusarium_proliferatum	ADH_zinc_N	PF00107.27	nan
XP_031082184.1	5867	7419	1	3792_Fusarium_proliferatum	GCF_900067095.1	1553	8.0	Group_3	Fusarium_proliferatum	p450	PF00067.23	nan
XP_031082185.1	8260	10068	0	3792_Fusarium_proliferatum	GCF_900067095.1	1809	7.0	Group_2	Fusarium_proliferatum	MFS_1	PF07690.17	nan
XP_031082186.1	10371	11168	1	3792_Fusarium_proliferatum	GCF_900067095.1	798	6.0	Group_1	Fusarium_proliferatum	none	none	nan
XP_031082187.1	11894	14158	0	3792_Fusarium_proliferatum	GCF_900067095.1	2265	5.0	Group_0	Fusarium_proliferatum	DIT1_PvcA	PF05141.13	nan
XP_031082187.1	11894	14158	0	3792_Fusarium_proliferatum	GCF_900067095.1	2265	5.0	Group_0	Fusarium_proliferatum	TauD	PF02668.17	nan
XP_031082188.1	14497	15189	1	3792_Fusarium_proliferatum	GCF_900067095.1	693	4.0	Group_7	Fusarium_proliferatum	DJ-1_PfpI	PF01965.25	nan
XP_031082189.1	15768	16445	0	3792_Fusarium_proliferatum	GCF_900067095.1	678	3.0	Group_7	Fusarium_proliferatum	DJ-1_PfpI	PF01965.25	Group_7.2
KAF4341593.1	4594	5271	1	741_Fusarium_beomiforme	GCA_002980475.2	678	1.0	Group_7	Fusarium_beomiforme	DJ-1_PfpI	PF01965.25	Group_7.1
KAF4341594.1	5798	6520	1	741_Fusarium_beomiforme	GCA_002980475.2	723	2.0	Group_7	Fusarium_beomiforme	DJ-1_PfpI	PF01965.25	Group_7.2
KAF4341595.1	6874	9160	0	741_Fusarium_beomiforme	GCA_002980475.2	2287	3.0	Group_0	Fusarium_beomiforme	DIT1_PvcA	PF05141.13	nan
KAF4341596.1	10037	10662	1	741_Fusarium_beomiforme	GCA_002980475.2	626	4.0	Group_1	Fusarium_beomiforme	none	none	nan
KAF4341597.1	11073	12901	0	741_Fusarium_beomiforme	GCA_002980475.2	1829	5.0	Group_2	Fusarium_beomiforme	MFS_1	PF07690.17	nan
KAF4341598.1	13845	15272	1	741_Fusarium_beomiforme	GCA_002980475.2	1428	6.0	Group_3	Fusarium_beomiforme	p450	PF00067.23	nan
