Protein	Start	Stop	Direction	BGC_Name	NCBI_Accession	ProteinSize	OrderInCluster	GroupName	RealSpecies	Domain	Domain_Accession	DupGroupName
XP_014082598.1	4864	6236	0	3483_Bipolaris_maydis	GCF_000354255.1	1373	3.0	Group_1	Bipolaris_maydis	MFS_1	PF07690.17	Group_1.3
XP_014082599.1	9423	10685	0	3483_Bipolaris_maydis	GCF_000354255.1	1263	2.0	Group_1	Bipolaris_maydis	DIT1_PvcA	PF05141.13	Group_1.2
XP_014082600.1	11414	13335	0	3483_Bipolaris_maydis	GCF_000354255.1	1922	1.0	Group_1	Bipolaris_maydis	none	none	Group_1.4
XP_007713805.1	1578	2474	1	3504_Bipolaris_zeicola	GCF_000523435.1	897	5.0	Group_0	Bipolaris_zeicola	Gly_transf_sug	PF04488.16	nan
XP_007713829.1	7132	8516	0	3504_Bipolaris_zeicola	GCF_000523435.1	1385	4.0	Group_1	Bipolaris_zeicola	DIT1_PvcA	PF05141.13	nan
XP_007713831.1	11946	13382	0	3504_Bipolaris_zeicola	GCF_000523435.1	1437	3.0	Group_1	Bipolaris_zeicola	MFS_1	PF07690.17	Group_1.1
XP_007713832.1	14105	15371	0	3504_Bipolaris_zeicola	GCF_000523435.1	1267	2.0	Group_1	Bipolaris_zeicola	DIT1_PvcA	PF05141.13	Group_1.2
XP_007713806.1	16099	17617	0	3504_Bipolaris_zeicola	GCF_000523435.1	1519	1.0	Group_1	Bipolaris_zeicola	none	none	Group_1.4
XP_007687040.1	2588	4099	1	3508_Bipolaris_oryzae	GCF_000523455.1	1512	1.0	Group_1	Bipolaris_oryzae	none	none	nan
XP_007687041.1	4430	5694	0	3508_Bipolaris_oryzae	GCF_000523455.1	1265	2.0	Group_1	Bipolaris_oryzae	DIT1_PvcA	PF05141.13	Group_1.2
XP_007687042.1	6387	7753	0	3508_Bipolaris_oryzae	GCF_000523455.1	1367	3.0	Group_1	Bipolaris_oryzae	MFS_1	PF07690.17	Group_1.3
XP_007687044.1	11232	12616	0	3508_Bipolaris_oryzae	GCF_000523455.1	1385	4.0	Group_1	Bipolaris_oryzae	DIT1_PvcA	PF05141.13	Group_1.4
XP_007687005.1	17130	18074	1	3508_Bipolaris_oryzae	GCF_000523455.1	945	5.0	Group_0	Bipolaris_oryzae	Gly_transf_sug	PF04488.16	nan
XP_014559327.1	28049	28945	1	3512_Bipolaris_victoriae	GCF_000527765.1	897	2.0	Group_0	Bipolaris_victoriae	Gly_transf_sug	PF04488.16	nan
XP_014559419.1	33606	34990	0	3512_Bipolaris_victoriae	GCF_000527765.1	1385	1.0	Group_1	Bipolaris_victoriae	DIT1_PvcA	PF05141.13	Group_1.1
